地区,抓取日期,公司名,车票名称,目录发售期间,详情页标题,相关信息,咨询,自由乘车区间,可利用设备,限制事项,价格,有效期间,详情发售期间,利用期间,发售处,其他详情字段,详情全文,详情页链接,详情页内链接,详情页图片链接,目录页链接,抓取错误
近畿,2026-05-26,京阪電気鉄道,地下鉄＆えいでん 鞍馬・貴船日帰りきっぷ,～2027/3/31,地下鉄＆えいでん / 鞍馬・貴船日帰りきっぷ,叡山電鉄 京阪電鉄 京都市交通局,京阪電気鉄道・お客さまセンター TEL:06-6945-4560 / 叡山電鉄・営業課 TEL:075-702-8111 / 京都市交通局 市バス・地下鉄ナビダイヤル TEL:0570-666-846,地下鉄＆えいでん 鞍馬・貴船日帰りきっぷ,,,"大人：2,100円",１日間,2026年4月1日～2027年3月31日,2026年4月1日～2027年3月31日,京都市交通局市バス・地下鉄案内所 / 京都市交通局定期券発売所 / 京都総合観光案内所「京なび」 / 叡山電鉄：出町柳駅 /,,"地下鉄＆えいでん / 鞍馬・貴船日帰りきっぷ || 関連情報 | 叡山電鉄 京阪電鉄 京都市交通局 || 問合わせ | 京阪電気鉄道・お客さまセンター TEL:06-6945-4560 / 叡山電鉄・営業課 TEL:075-702-8111 / 京都市交通局 市バス・地下鉄ナビダイヤル TEL:0570-666-846 || フリー区間 | 地下鉄＆えいでん 鞍馬・貴船日帰りきっぷ || 制限事項 || ねだん | 大人：2,100円 || 有効期間 | １日間 || 発売期間 | 2026年4月1日～2027年3月31日 || 利用期間 | 2026年4月1日～2027年3月31日 || 発売箇所 | 京都市交通局市バス・地下鉄案内所 / 京都市交通局定期券発売所 / 京都総合観光案内所「京なび」 / 叡山電鉄：出町柳駅 /",https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/eiden51.htm,https://eizandensha.co.jp/good-value/subway_eiden/ | https://www.city.kyoto.lg.jp/kotsu/page/0000320964.html | https://www.keihan.co.jp/traffic/valueticket/detail/kuramakifune.html,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/eiden51.gif,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/kinki.htm,
近畿,2026-05-26,京阪電気鉄道,比叡山・大津線きっぷ,2026/3/20 / ～2027/3/31,比叡山・大津線きっぷ,京阪電鉄,京阪電車お客さまセンター：TEL 06-6945-4560,比叡山・大津線きっぷ,,比叡山延暦寺の巡拝は含まれない。,"大人：3,100円／小人：1,550円",１日間,2026年3月20日～2026年12月6日,2026年3月20日～2026年12月6日,"京阪山科,京阪石山,京阪膳所,びわ湖浜大津,京阪大津京,坂本比叡山口",,"比叡山・大津線きっぷ || 関連情報 | 京阪電鉄 || 問合わせ | 京阪電車お客さまセンター：TEL 06-6945-4560 || フリー区間 | 比叡山・大津線きっぷ || 制限事項 | 比叡山延暦寺の巡拝は含まれない。 || ねだん | 大人：3,100円／小人：1,550円 || 有効期間 | １日間 || 発売期間 | 2026年3月20日～2026年12月6日 || 利用期間 | 2026年3月20日～2026年12月6日 || 発売箇所 | 京阪山科,京阪石山,京阪膳所,びわ湖浜大津,京阪大津京,坂本比叡山口",https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/keihan99.htm,https://www.keihan.co.jp/traffic/valueticket/detail/hieizan-otsu.html,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/keihan99.gif,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/kinki.htm,
近畿,2026-05-26,京阪電気鉄道,京阪電車「免許自主返納」応援！大津線 湖都古都1日乗車券,2026/4/1 / ～2027/3/31,京阪電車「免許自主返納」応援！ / 大津線 湖都古都1日乗車券,京阪電気鉄道,京阪電車お客さまセンター TEL:06-6945-4560,京阪電車「免許自主返納」応援！大津線 湖都古都1日乗車券,,滋賀県在住で、運転免許証を自主返納されたお客さま限定。購入時に「本人確認書類」の呈示が必要,大人：650円,１日間,2026年4月1日～2027年3月31日,2026年4月1日～2027年3月31日,"京阪山科,京阪石山,京阪膳所,びわ湖浜大津,京阪大津京,坂本比叡山口",,"京阪電車「免許自主返納」応援！ / 大津線 湖都古都1日乗車券 || 関連情報 | 京阪電気鉄道 || 問合わせ | 京阪電車お客さまセンター TEL:06-6945-4560 || フリー区間 | 京阪電車「免許自主返納」応援！大津線 湖都古都1日乗車券 || 制限事項 | 滋賀県在住で、運転免許証を自主返納されたお客さま限定。購入時に「本人確認書類」の呈示が必要 || ねだん | 大人：650円 || 有効期間 | １日間 || 発売期間 | 2026年4月1日～2027年3月31日 || 利用期間 | 2026年4月1日～2027年3月31日 || 発売箇所 | 京阪山科,京阪石山,京阪膳所,びわ湖浜大津,京阪大津京,坂本比叡山口",https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/keihan14.htm,https://www.keihan.co.jp/traffic/valueticket/detail/kotokoto1day-hennou.html,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/otsu01.gif,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/kinki.htm,
近畿,2026-05-26,京阪電気鉄道,大阪周遊パス,2026/3/25 / ～2027/3/31,大阪周遊パス,大阪周遊パス /,株式会社スルッとKANSAI：06-7730-9171,阪周遊パス,,IKEA鶴浜バス、USJシャトルバスは利用できない,"1日 大人：3,500円 / 2日 大人：5,000円",１日/2日,2026年3月25日～2027年3月31日 /,１日券：2026年3月25日～2027年3月31日 / ２日券：2026年3月25日～2027年4月1日 /,１日券：スルッとQRtto / ２日券：スルッとQRtto,,"大阪周遊パス || 関連情報 | 大阪周遊パス / || 問合わせ | 株式会社スルッとKANSAI：06-7730-9171 || フリー区間 | 阪周遊パス || 制限事項 | IKEA鶴浜バス、USJシャトルバスは利用できない || ねだん | 1日 大人：3,500円 / 2日 大人：5,000円 || 有効期間 | １日/2日 || 発売期間 | 2026年3月25日～2027年3月31日 / || 利用期間 | １日券：2026年3月25日～2027年3月31日 / ２日券：2026年3月25日～2027年4月1日 / || 発売箇所 | １日券：スルッとQRtto / ２日券：スルッとQRtto",https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/surukan10.htm,https://app.surutto-qrtto.com/tabs/home/merchandises/select-ticket?agency-id=SU&item=SA_SU_100006 | https://app.surutto-qrtto.com/tabs/home/merchandises/select-ticket?agency-id=SU&item=SA_SU_100007 | https://osaka-amazing-pass.com/info.html#info-2,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/surukan06.gif,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/kinki.htm,
近畿,2026-05-26,京阪電気鉄道,大阪周遊パス(大阪伊丹空港版),2026/3/25 / ～2027/3/31,大阪周遊パス(大阪伊丹空港版),大阪周遊パス /,株式会社スルッとKANSAI：06-7730-9171,大阪周遊パス(大阪伊丹空港版),,IKEA鶴浜バス、USJシャトルバスは利用できない,"1日 大人：3,800円 / 2日 大人：5,400円",１日/2日,2026年3月25日～2027年3月31日 /,１日券：2026年3月25日～2027年3月31日 / ２日券：2026年3月25日～2027年4月1日 /,１日券：スルッとQRtto / ２日券：スルッとQRtto,,"大阪周遊パス(大阪伊丹空港版) || 関連情報 | 大阪周遊パス / || 問合わせ | 株式会社スルッとKANSAI：06-7730-9171 || フリー区間 | 大阪周遊パス(大阪伊丹空港版) || 制限事項 | IKEA鶴浜バス、USJシャトルバスは利用できない || ねだん | 1日 大人：3,800円 / 2日 大人：5,400円 || 有効期間 | １日/2日 || 発売期間 | 2026年3月25日～2027年3月31日 / || 利用期間 | １日券：2026年3月25日～2027年3月31日 / ２日券：2026年3月25日～2027年4月1日 / || 発売箇所 | １日券：スルッとQRtto / ２日券：スルッとQRtto",https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/osakamono87.htm,https://app.surutto-qrtto.com/tabs/home/merchandises/select-ticket?agency-id=SU&item=SA_SU_100008 | https://app.surutto-qrtto.com/tabs/home/merchandises/select-ticket?agency-id=SU&item=SA_SU_100009 | https://osaka-amazing-pass.com/info.html#info-2,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/osakamono87.gif,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/kinki.htm,
近畿,2026-05-26,京阪電気鉄道,ONE KANSAI 京都満喫3wayパス,2025/11/1 / ～2027/3/31,ONE KANSAI 京都満喫3wayパス,ＪＲ西日本 京阪電鉄 阪急電鉄,ＪＲ西日本 TEL:,ONE KANSAI 京都満喫3wayパス,新幹線在来線特急・急行快速・普通宮島フェリー サンライズ出雲グリーン指定自由ライナーグリーン指定自由 ××▲▲▲▲▲▲○－ ○：乗車可 ▲：乗車券のみ有効 ×：乗車不可 /,,"大人：1,800円",1日間,2026年3月20日～2027年3月31日,2026年4月1日～2027年3月31日,KANSAI MaaS,,"ONE KANSAI 京都満喫3wayパス || 関連情報 | ＪＲ西日本 京阪電鉄 阪急電鉄 || 問合わせ | ＪＲ西日本 TEL: || フリー区間 | ONE KANSAI 京都満喫3wayパス || 利用可能設備 | 新幹線在来線特急・急行快速・普通宮島フェリー サンライズ出雲グリーン指定自由ライナーグリーン指定自由 ××▲▲▲▲▲▲○－ ○：乗車可 ▲：乗車券のみ有効 ×：乗車不可 / || 制限事項 || ねだん | 大人：1,800円 || 有効期間 | 1日間 || 発売期間 | 2026年3月20日～2027年3月31日 || 利用期間 | 2026年4月1日～2027年3月31日 || 発売箇所 | KANSAI MaaS",https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/jrwest159.htm,https://app.kansai-maas.jp/tickets/KMKH100500 | https://tickets.jr-odekake.net/shohindb/view/consumer/tokutoku/detail.html?shnId=126000086 | https://www.hankyu.co.jp/ticket/otoku/013943.html | https://www.keihan.co.jp/traffic/valueticket/detail/kyotomankitsu-3way.html,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/jrwest159.gif,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/kinki.htm,
近畿,2026-05-26,京阪電気鉄道,京阪電車ナゾ巡り1日乗車券,2025/10/1 / ～2026/6/30,京阪電車ナゾ巡り1日乗車券,京阪電鉄,京阪電車お客さまセンター：TEL 06-6945-4560,京阪電車ナゾ巡り1日乗車券,,,"大人：2,600円",１日間,2025年10月1日～2026年6月30日,2025年10月1日～2026年6月30日,スルッとQRtto /,,"京阪電車ナゾ巡り1日乗車券 || 関連情報 | 京阪電鉄 || 問合わせ | 京阪電車お客さまセンター：TEL 06-6945-4560 || フリー区間 | 京阪電車ナゾ巡り1日乗車券 || 制限事項 || ねだん | 大人：2,600円 || 有効期間 | １日間 || 発売期間 | 2025年10月1日～2026年6月30日 || 利用期間 | 2025年10月1日～2026年6月30日 || 発売箇所 | スルッとQRtto /",https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/keihan90.htm,https://app.surutto-qrtto.com/tabs/home/merchandises/select-ticket?agency-id=KH&item=SA_KH_009048 | https://www.keihan.co.jp/traffic/valueticket/detail/nazomeguri.html,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/keihan01.gif,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/kinki.htm,
近畿,2026-05-26,京阪電気鉄道,「京阪電車×響け！ユーフォニアム2026」大津線フリーチケット,2026/4/10 / ～6/30,「京阪電車×響け！ユーフォニアム2026春」 / 大津線フリーチケット,京阪電鉄,京阪電鉄：TEL 06-6945-4560,「京阪電車×響け！ユーフォニアム2026春」大津線フリーチケット,,,"大人：1,700円",１日間×2回,2026年3月16日～2026年6月30日,2026年3月16日～2026年6月30日,びわ湖浜大津,,"「京阪電車×響け！ユーフォニアム2026春」 / 大津線フリーチケット || 関連情報 | 京阪電鉄 || 問合わせ | 京阪電鉄：TEL 06-6945-4560 || フリー区間 | 「京阪電車×響け！ユーフォニアム2026春」大津線フリーチケット || 制限事項 || ねだん | 大人：1,700円 || 有効期間 | １日間×2回 || 発売期間 | 2026年3月16日～2026年6月30日 || 利用期間 | 2026年3月16日～2026年6月30日 || 発売箇所 | びわ湖浜大津",https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/keihan86.htm,https://www.keihan.co.jp/euphonium/#link_event1,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/otsu01.gif,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/kinki.htm,
近畿,2026-05-26,京阪電気鉄道,「京阪電車×響け！ユーフォニアム2026」京阪線フリーチケット,2026/4/10 / ～6/30,「京阪電車×響け！ユーフォニアム2026春」 / 京阪線フリーチケット,京阪電鉄,京阪電鉄：TEL 06-6945-4560,「京阪電車×響け！ユーフォニアム2026春」京阪線フリーチケット,,,"大人：1,700円",１日間,2026年4月1日～2026年6月30日,2026年4月1日～2026年6月30日,"淀屋橋,京橋,枚方市,中書島,丹波橋,三条",,"「京阪電車×響け！ユーフォニアム2026春」 / 京阪線フリーチケット || 関連情報 | 京阪電鉄 || 問合わせ | 京阪電鉄：TEL 06-6945-4560 || フリー区間 | 「京阪電車×響け！ユーフォニアム2026春」京阪線フリーチケット || 制限事項 || ねだん | 大人：1,700円 || 有効期間 | １日間 || 発売期間 | 2026年4月1日～2026年6月30日 || 利用期間 | 2026年4月1日～2026年6月30日 || 発売箇所 | 淀屋橋,京橋,枚方市,中書島,丹波橋,三条",https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/keihan88.htm,https://www.keihan.co.jp/euphonium/#link_event1,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/keihan01.gif,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/kinki.htm,
近畿,2026-05-26,京阪電気鉄道,京阪電車きかんしゃトーマス号となかまたち 2024-25 けいはんせん フリーチケット,終了,京阪電車きかんしゃトーマス号となかまたち 2024-25 / けいはんせん フリーチケット,京阪電気鉄道,京阪電車お客さまセンター TEL:06-6945-4560,京阪電車きかんしゃトーマス号となかまたち 2024-25 けいはんせん フリーチケット,,,"大人：1,500円／小人：750円",１日間,2025年4月1日～2025年9月30日,2025年4月1日～2025年9月30日,スルッとQRtto,,"京阪電車きかんしゃトーマス号となかまたち 2024-25 / けいはんせん フリーチケット || 関連情報 | 京阪電気鉄道 || 問合わせ | 京阪電車お客さまセンター TEL:06-6945-4560 || フリー区間 | 京阪電車きかんしゃトーマス号となかまたち 2024-25 けいはんせん フリーチケット || 制限事項 || ねだん | 大人：1,500円／小人：750円 || 有効期間 | １日間 || 発売期間 | 2025年4月1日～2025年9月30日 || 利用期間 | 2025年4月1日～2025年9月30日 || 発売箇所 | スルッとQRtto",https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/keihan100.htm,https://app.surutto-qrtto.com/tabs/home/merchandises/select-ticket?agency-id=KH&item=SA_KH_009030 | https://www.keihan.co.jp/traffic/thomas2024/#ticket-keihan,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/keihan01.gif,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/kinki.htm,
近畿,2026-05-26,京阪電気鉄道,京阪電車きかんしゃトーマス号となかまたち 2024-25 かたのせん フリーチケット,終了,京阪電車きかんしゃトーマス号となかまたち 2024-25 / かたのせん フリーチケット,京阪電気鉄道,京阪電車お客さまセンター TEL:06-6945-4560,京阪電車きかんしゃトーマス号となかまたち 2024-25 かたのせん フリーチケット,,,大人：600円／小人：300円,１日間,2025年4月1日～2025年11月3日,2025年4月1日～2025年11月3日,枚方市,,京阪電車きかんしゃトーマス号となかまたち 2024-25 / かたのせん フリーチケット || 関連情報 | 京阪電気鉄道 || 問合わせ | 京阪電車お客さまセンター TEL:06-6945-4560 || フリー区間 | 京阪電車きかんしゃトーマス号となかまたち 2024-25 かたのせん フリーチケット || 制限事項 || ねだん | 大人：600円／小人：300円 || 有効期間 | １日間 || 発売期間 | 2025年4月1日～2025年11月3日 || 利用期間 | 2025年4月1日～2025年11月3日 || 発売箇所 | 枚方市,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/keihan87.htm,https://www.keihan.co.jp/traffic/thomas2024/#ticket-katano,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/keihan87.gif,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/kinki.htm,
近畿,2026-05-26,京阪電気鉄道,京阪電車きかんしゃトーマスとなかまたち 2024-25 おおつせん フリーチケット,終了,京阪電車きかんしゃトーマスと / なかまたち2024-25 / おおつせん フリーチケット,京阪電鉄,京阪電鉄：TEL 06-6945-4560,京阪電車きかんしゃトーマスとなかまたち2024-25 おおつせん フリーチケット,,,大人：700円/小人：350円,１日間,2025年4月1日～2025年11月3日,2025年4月1日～2025年11月3日,"京阪山科,四宮,京阪石山,京阪膳所,びわ湖浜大津,京阪大津京,近江神宮前,坂本比叡山口",,"京阪電車きかんしゃトーマスと / なかまたち2024-25 / おおつせん フリーチケット || 関連情報 | 京阪電鉄 || 問合わせ | 京阪電鉄：TEL 06-6945-4560 || フリー区間 | 京阪電車きかんしゃトーマスとなかまたち2024-25 おおつせん フリーチケット || 制限事項 || ねだん | 大人：700円/小人：350円 || 有効期間 | １日間 || 発売期間 | 2025年4月1日～2025年11月3日 || 利用期間 | 2025年4月1日～2025年11月3日 || 発売箇所 | 京阪山科,四宮,京阪石山,京阪膳所,びわ湖浜大津,京阪大津京,近江神宮前,坂本比叡山口",https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/keihan71.htm,https://www.keihan.co.jp/traffic/thomas2024/#ticket-otsu,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/otsu01.gif,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/kinki.htm,
近畿,2026-05-26,京阪電気鉄道,京都 京阪・JR西日本 QRパス,終了,JR西・京阪 京都QRパス,ＪＲ西日本,ＪＲ西日本 TEL:,JR西・京阪 京都QRパス,新幹線在来線特急・急行快速・普通宮島フェリー サンライズ出雲グリーン指定自由ライナーグリーン指定自由 ××▲▲▲▲▲▲○－ ○：乗車可 ▲：乗車券のみ有効 ×：乗車不可 /,,大人：800円,1日間,2025年4月1日～2025年10月31日,2025年4月1日～2025年10月31日,KANSAI MaaS,,JR西・京阪 京都QRパス || 関連情報 | ＪＲ西日本 || 問合わせ | ＪＲ西日本 TEL: || フリー区間 | JR西・京阪 京都QRパス || 利用可能設備 | 新幹線在来線特急・急行快速・普通宮島フェリー サンライズ出雲グリーン指定自由ライナーグリーン指定自由 ××▲▲▲▲▲▲○－ ○：乗車可 ▲：乗車券のみ有効 ×：乗車不可 / || 制限事項 || ねだん | 大人：800円 || 有効期間 | 1日間 || 発売期間 | 2025年4月1日～2025年10月31日 || 利用期間 | 2025年4月1日～2025年10月31日 || 発売箇所 | KANSAI MaaS,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/jrwest158.htm,https://app.kansai-maas.jp/tickets/KMKH100300 | https://www.jr-odekake.net/railroad/ticket/tokutoku/kyoto_qrpass/,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/jrwest158.gif,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/kinki.htm,
近畿,2026-05-26,京阪電気鉄道,京阪電車ナゾ巡り1日乗車券2025-26,2025/10/1 / ～2026/6/30,京阪電車ナゾ巡り1日乗車券,京阪電鉄,京阪電車お客さまセンター：TEL 06-6945-4560,京阪電車ナゾ巡り1日乗車券,,,"大人：2,600円",１日間,2025年10月1日～2026年6月30日,2025年10月1日～2026年6月30日,スルッとQRtto /,,"京阪電車ナゾ巡り1日乗車券 || 関連情報 | 京阪電鉄 || 問合わせ | 京阪電車お客さまセンター：TEL 06-6945-4560 || フリー区間 | 京阪電車ナゾ巡り1日乗車券 || 制限事項 || ねだん | 大人：2,600円 || 有効期間 | １日間 || 発売期間 | 2025年10月1日～2026年6月30日 || 利用期間 | 2025年10月1日～2026年6月30日 || 発売箇所 | スルッとQRtto /",https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/keihan90.htm,https://app.surutto-qrtto.com/tabs/home/merchandises/select-ticket?agency-id=KH&item=SA_KH_009048 | https://www.keihan.co.jp/traffic/valueticket/detail/nazomeguri.html,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/keihan01.gif,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/kinki.htm,
近畿,2026-05-26,京阪電気鉄道,京阪電車 冬のおでかけ応援きっぷ,終了,京阪電車 冬のおでかけ応援きっぷ,京阪電鉄,京阪電鉄：TEL 06-6945-4560,京阪電車 冬のおでかけ応援きっぷ,,,大人：500円,１日間,2026年1月26日～2026年2月8日,"2026年2月1日,2月7日,2月8日",スルッとQRtto,,"京阪電車 冬のおでかけ応援きっぷ || 関連情報 | 京阪電鉄 || 問合わせ | 京阪電鉄：TEL 06-6945-4560 || フリー区間 | 京阪電車 冬のおでかけ応援きっぷ || 制限事項 || ねだん | 大人：500円 || 有効期間 | １日間 || 発売期間 | 2026年1月26日～2026年2月8日 || 利用期間 | 2026年2月1日,2月7日,2月8日 || 発売箇所 | スルッとQRtto",https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/keihan102.htm,https://app.surutto-qrtto.com/tabs/home/merchandises/select-ticket?agency-id=KH&item=SA_KH_009053 | https://www.keihan.co.jp/traffic/valueticket/detail/fuyunoodekake.html,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/keihan01.gif,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/kinki.htm,
近畿,2026-05-26,京阪電気鉄道,京阪電車「敬老の日」びわ湖チケット,終了,京阪電車「敬老の日」びわ湖チケット,京阪電気鉄道,京阪電車お客さまセンター TEL:06-6945-4560,京阪電車「敬老の日」びわ湖チケット,,65歳以上(年齢を確認できる書類必要),大人：500円,１日間,2019年9月14日～2019年10月14日,2019年9月14日～2019年10月14日,"京阪山科,四宮,石山寺,京阪石山,京阪膳所,びわ湖浜大津,京阪大津京,近江神宮前,坂本比叡山口",,"京阪電車「敬老の日」びわ湖チケット || 関連情報 | 京阪電気鉄道 || 問合わせ | 京阪電車お客さまセンター TEL:06-6945-4560 || フリー区間 | 京阪電車「敬老の日」びわ湖チケット || 制限事項 | 65歳以上(年齢を確認できる書類必要) || ねだん | 大人：500円 || 有効期間 | １日間 || 発売期間 | 2019年9月14日～2019年10月14日 || 利用期間 | 2019年9月14日～2019年10月14日 || 発売箇所 | 京阪山科,四宮,石山寺,京阪石山,京阪膳所,びわ湖浜大津,京阪大津京,近江神宮前,坂本比叡山口",https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/keihan89.htm,https://www.keihan.co.jp/traffic/valueticket/ticket/biwako_keirou/,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/otsu01.gif,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/kinki.htm,
近畿,2026-05-26,京阪電気鉄道,年末年始フリーデジタル２dayチケット,終了,年末年始フリー / デジタル２dayチケット,京阪電鉄,京阪電車お客さまセンター：TEL 06-6945-4560,年末年始フリーデジタル２dayチケット,,,"大人：1,500円／小人：---円",２日間,2024年12月9日～2024年12月29日,2024年12月30日～2025年1月5日 /,スルッとQRtto,"{""発売枚数"": ""1,000枚""}","年末年始フリー / デジタル２dayチケット || 関連情報 | 京阪電鉄 || 問合わせ | 京阪電車お客さまセンター：TEL 06-6945-4560 || フリー区間 | 年末年始フリーデジタル２dayチケット || 制限事項 || ねだん | 大人：1,500円／小人：---円 || 有効期間 | ２日間 || 発売期間 | 2024年12月9日～2024年12月29日 || 利用期間 | 2024年12月30日～2025年1月5日 / || 発売箇所 | スルッとQRtto || 発売枚数 | 1,000枚",https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/keihan91.htm,https://app.surutto-qrtto.com/tabs/home | https://www.keihan.co.jp/traffic/valueticket/detail/ny-2day.html,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/keihan01.gif,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/kinki.htm,
近畿,2026-05-26,京阪電気鉄道,京阪電車 年末年始大津線フリーチケット・坂本ケーブルチケット,終了,京阪電車 年末年始大津線フリーチケット・坂本ケーブルチケット,京阪電鉄,京阪電車お客さまセンター：TEL 06-6945-4560,京阪電車 年末年始大津線フリーチケット・坂本ケーブルチケット,,,"期間大人小人 2024年12月1日～2024年12月7日1,600円800円 2024年12月8日～2024年12月14日1,900円950円 2024年12月15日～2025年1月5日2,200円1,100円",１日間,2024年12月1日～2025年1月5日,2024年12月28日～2025年1月5日,スルッとQRtto,,"京阪電車 年末年始大津線フリーチケット・坂本ケーブルチケット || 関連情報 | 京阪電鉄 || 問合わせ | 京阪電車お客さまセンター：TEL 06-6945-4560 || フリー区間 | 京阪電車 年末年始大津線フリーチケット・坂本ケーブルチケット || 制限事項 || ねだん | 期間大人小人 2024年12月1日～2024年12月7日1,600円800円 2024年12月8日～2024年12月14日1,900円950円 2024年12月15日～2025年1月5日2,200円1,100円 || 有効期間 | １日間 || 発売期間 | 2024年12月1日～2025年1月5日 || 利用期間 | 2024年12月28日～2025年1月5日 || 発売箇所 | スルッとQRtto",https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/keihan92.htm,https://app.surutto-qrtto.com/tabs/home | https://www.keihan.co.jp/traffic/valueticket/detail/ny-otsu_s_cable.html,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/keihan92.gif,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/kinki.htm,
近畿,2026-05-26,阪急電鉄,阪急阪神1dayパス,～2027/3/31,阪急阪神1dayパス,阪急電鉄 阪神電気鉄道,阪急電鉄 TEL:06-6373-5290,,,,"大人：1,600円／小人：---円",１日間,2026年4月1日～2027年3月31日,2026年4月1日～2027年4月30日,スルッとQRtto 阪急沿線アプリ,,"阪急阪神1dayパス || 関連情報 | 阪急電鉄 阪神電気鉄道 || 問合わせ | 阪急電鉄 TEL:06-6373-5290 || フリー区間 || 制限事項 || ねだん | 大人：1,600円／小人：---円 || 有効期間 | １日間 || 発売期間 | 2026年4月1日～2027年3月31日 || 利用期間 | 2026年4月1日～2027年4月30日 || 発売箇所 | スルッとQRtto 阪急沿線アプリ",https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/hankyuhanshin0.htm,https://app.surutto-qrtto.com/tabs/home/merchandises/select-ticket?agency-id=HK&item=SA_HK_260016 | https://www.hankyu.co.jp/app_lp/index.html | https://www.hankyu.co.jp/ticket/otoku/013806.html | https://www.hanshin.co.jp/ticket/otoku/detail/004409.html,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/hankyuhanshin.gif,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/kinki.htm,
近畿,2026-05-26,阪急電鉄,阪急1dayパス,～2027/3/31,阪急1dayパス,阪急電鉄,阪急電鉄交通ご案内センター TEL:0570-089-500 (9:00～19:00),阪急1dayパス,,,"大人：1,300円",１日,2026年4月1日～2027年3月31日,2026年4月1日～2027年4月30日,スルッとQRtto,,"阪急1dayパス || 関連情報 | 阪急電鉄 || 問合わせ | 阪急電鉄交通ご案内センター TEL:0570-089-500 (9:00～19:00) || フリー区間 | 阪急1dayパス || 制限事項 || ねだん | 大人：1,300円 || 有効期間 | １日 || 発売期間 | 2026年4月1日～2027年3月31日 || 利用期間 | 2026年4月1日～2027年4月30日 || 発売箇所 | スルッとQRtto",https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/hankyu89.htm,https://app.surutto-qrtto.com/tabs/home/merchandises/select-ticket?agency-id=HK&item=SA_HK_260015 | https://www.hankyu.co.jp/ticket/otoku/013812.html,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/hankyu.gif,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/kinki.htm,
