地区,抓取日期,公司名,车票名称,目录发售期间,详情页标题,相关信息,咨询,自由乘车区间,可利用设备,限制事项,价格,有效期间,详情发售期间,利用期间,发售处,其他详情字段,详情全文,详情页链接,详情页内链接,详情页图片链接,目录页链接,抓取错误
四国,2026-05-26,ＪＲ四国,ひがしこうち観光１日フリーきっぷ,～2027/3/31,ひがしこうち観光1日フリーきっぷ,土佐くろしお鉄道 JR四国,土佐くろしお鉄道・安芸駅 TEL:0887-34-8800,ひがしこうち観光1日フリーきっぷ /,,,"大人：2,900円 小人：1,450円",1日,～2027年3月31日,～2027年3月31日 /,"土佐くろしお鉄道：安芸,のいち,奈半利駅物産館無花果,車掌,オンラインストア / ＪＲ四国：駅のみどりの窓口,みどりの券売機プラス,ＪＲ四国ツアー支店 / 「しこくスマートえきちゃん」 / 高知観光情報発信館とさてらす",,"ひがしこうち観光1日フリーきっぷ || 関連情報 | 土佐くろしお鉄道 JR四国 || 問合わせ | 土佐くろしお鉄道・安芸駅 TEL:0887-34-8800 || フリー区間 | ひがしこうち観光1日フリーきっぷ / || 制限事項 || ねだん | 大人：2,900円 小人：1,450円 || 有効期間 | 1日 || 発売期間 | ～2027年3月31日 || 利用期間 | ～2027年3月31日 / || 発売箇所 | 土佐くろしお鉄道：安芸,のいち,奈半利駅物産館無花果,車掌,オンラインストア / ＪＲ四国：駅のみどりの窓口,みどりの券売機プラス,ＪＲ四国ツアー支店 / 「しこくスマートえきちゃん」 / 高知観光情報発信館とさてらす",https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/tosakuro92.htm,https://tosakuro.theshop.jp/ | https://www.jr-eki.com/smart-eki/index.html | https://www.jr-eki.com/ticket/brand/2-5I5 | https://www.tosakuro.com/discounts-tickets,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/tosakuro92.gif,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/sikoku.htm,
四国,2026-05-26,ＪＲ四国,やなせたかしさんふるさとの地を巡る高知ものべ周遊パス,2026/3/1 / ～2027/3/31,やなせたかしさんふるさとの地を巡る高知ものべ周遊パス,ＪＲ四国 土佐くろしお鉄道,ＪＲ四国電話案内センター TEL:0570-00-4592,やなせたかしさんふるさとの地を巡る高知ものべ周遊パス /,在来線特急列車サンライズ瀬戸号快速・普通ＪＲ四国バス グリーン車普通車指定普通車自由グリーンライナー指定自由高速バス路線バス ▲▲▲×▲▲▲○×○ ○：乗車可 ▲：乗車券のみ有効 ×：乗車不可 /,,"大人：2,000円 小人：1,000円 /",1日間,2026年3月1日～2027年3月31日,2026年4月1日～2027年3月31日 /,"ＪＲ四国の駅のみどりの窓口,みどりの券売機プラス / ＪＲ四国ツアー支店 / 「しこくスマートえきちゃん」 / 四国内の主な旅行会社 /",,"やなせたかしさんふるさとの地を巡る高知ものべ周遊パス || 関連情報 | ＪＲ四国 土佐くろしお鉄道 || 問合わせ | ＪＲ四国電話案内センター TEL:0570-00-4592 || フリー区間 | やなせたかしさんふるさとの地を巡る高知ものべ周遊パス / || 利用可能設備 | 在来線特急列車サンライズ瀬戸号快速・普通ＪＲ四国バス グリーン車普通車指定普通車自由グリーンライナー指定自由高速バス路線バス ▲▲▲×▲▲▲○×○ ○：乗車可 ▲：乗車券のみ有効 ×：乗車不可 / || 制限事項 || ねだん | 大人：2,000円 小人：1,000円 / || 有効期間 | 1日間 || 発売期間 | 2026年3月1日～2027年3月31日 || 利用期間 | 2026年4月1日～2027年3月31日 / || 発売箇所 | ＪＲ四国の駅のみどりの窓口,みどりの券売機プラス / ＪＲ四国ツアー支店 / 「しこくスマートえきちゃん」 / 四国内の主な旅行会社 /",https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/jrsikoku67.htm,https://www.jr-eki.com/smart-eki | https://www.jr-eki.com/ticket/brand/2-5IM | https://www.tosakuro.com/discounts-tickets,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/jrshikoku67.gif,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/sikoku.htm,
四国,2026-05-26,ＪＲ四国,しこく超ドリームパス（愛称：Cho Pass）,終了,しこく超ドリームパス（愛称：Cho Pass）,ＪＲ四国,ＪＲ四国 TEL:,しこく超ドリームパス（愛称：Cho Pass） /,在来線特急列車サンライズ瀬戸号快速・普通ＪＲ四国バス グリーン車ものがたり列車伊予灘ものがたりのグリーン個室普通車指定普通車自由グリーンライナー指定自由高速バス路線バス ▲▲×▲○×▲▲▲○×○ ○：乗車可 ▲：乗車券のみ有効 ×：乗車不可 /,,"大人：100,000円／小人：---円 /",連続した1ヶ月間,2025年9月1日〜2025年10月31日,2025年10月1日〜2025年11月30日,「しこくスマートえきちゃん」,,"しこく超ドリームパス（愛称：Cho Pass） || 関連情報 | ＪＲ四国 || 問合わせ | ＪＲ四国 TEL: || フリー区間 | しこく超ドリームパス（愛称：Cho Pass） / || 利用可能設備 | 在来線特急列車サンライズ瀬戸号快速・普通ＪＲ四国バス グリーン車ものがたり列車伊予灘ものがたりのグリーン個室普通車指定普通車自由グリーンライナー指定自由高速バス路線バス ▲▲×▲○×▲▲▲○×○ ○：乗車可 ▲：乗車券のみ有効 ×：乗車不可 / || 制限事項 || ねだん | 大人：100,000円／小人：---円 / || 有効期間 | 連続した1ヶ月間 || 発売期間 | 2025年9月1日〜2025年10月31日 || 利用期間 | 2025年10月1日〜2025年11月30日 || 発売箇所 | 「しこくスマートえきちゃん」",https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/jrsikoku101.htm,https://www.jr-eki.com/smart-eki/index.html | https://www.jr-eki.com/ticket/brand/2-5J6,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/jrshikoku93.gif,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/sikoku.htm,
四国,2026-05-26,ＪＲ四国,こども四国フリーきっぷ,2026/7/4 / ～8/31,こども四国フリーきっぷ,ＪＲ四国,ＪＲ四国 TEL:,こども四国フリーきっぷ /,在来線特急列車サンライズ瀬戸号快速・普通ＪＲ四国バス グリーン車普通車指定普通車自由グリーンライナー指定自由高速バス路線バス ▲▲○×▲▲▲○×○ ○：乗車可 ▲：乗車券のみ有効 ×：乗車不可 /,大人用はこども用と全行程同一で旅行する場合に限り有効,"大人：12,000円／小人：500円",１日間,2026年3月6日～2026年4月6日 / 2026年7月4日～2026年8月31日 / 利用日の14日前から当日までの発売,2026年3月20日～2026年4月6日 / 2026年7月18日～2026年8月31日 / 2026年8月7日～2026年8月16日を除く,"ＪＲ四国の主な駅 / ＪＲ四国の駅のみどりの券売機プラス,指定席券売機,みどりの窓口,ＪＲ四国ツアー支店及び四国内の主な旅行会社",,"こども四国フリーきっぷ || 関連情報 | ＪＲ四国 || 問合わせ | ＪＲ四国 TEL: || フリー区間 | こども四国フリーきっぷ / || 利用可能設備 | 在来線特急列車サンライズ瀬戸号快速・普通ＪＲ四国バス グリーン車普通車指定普通車自由グリーンライナー指定自由高速バス路線バス ▲▲○×▲▲▲○×○ ○：乗車可 ▲：乗車券のみ有効 ×：乗車不可 / || 制限事項 | 大人用はこども用と全行程同一で旅行する場合に限り有効 || ねだん | 大人：12,000円／小人：500円 || 有効期間 | １日間 || 発売期間 | 2026年3月6日～2026年4月6日 / 2026年7月4日～2026年8月31日 / 利用日の14日前から当日までの発売 || 利用期間 | 2026年3月20日～2026年4月6日 / 2026年7月18日～2026年8月31日 / 2026年8月7日～2026年8月16日を除く || 発売箇所 | ＪＲ四国の主な駅 / ＪＲ四国の駅のみどりの券売機プラス,指定席券売機,みどりの窓口,ＪＲ四国ツアー支店及び四国内の主な旅行会社",https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/jrsikoku66.htm,https://www.jr-eki.com/ticket/brand/2-5IW,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/jrshikoku01.gif,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/sikoku.htm,
四国,2026-05-26,ＪＲ四国,香川エリアぐるぐるきっぷ,終了,香川エリアぐるぐるきっぷ,ＪＲ四国,ＪＲ四国 TEL:,香川エリアぐるぐるきっぷ /,在来線特急列車サンライズ瀬戸号快速・普通ＪＲ四国バス グリーン車普通車指定普通車自由グリーンライナー指定自由高速バス路線バス ▲▲▲×▲▲▲○×× ○：乗車可 ▲：乗車券のみ有効 ×：乗車不可 /,,"大人：2,000円",１日間,2025年8月16日～2025年8月17日,2025年8月16日～2025年8月31日,高松駅コンコース内特設コーナー,"{""発売枚数"": ""5,000枚""}","香川エリアぐるぐるきっぷ || 関連情報 | ＪＲ四国 || 問合わせ | ＪＲ四国 TEL: || フリー区間 | 香川エリアぐるぐるきっぷ / || 利用可能設備 | 在来線特急列車サンライズ瀬戸号快速・普通ＪＲ四国バス グリーン車普通車指定普通車自由グリーンライナー指定自由高速バス路線バス ▲▲▲×▲▲▲○×× ○：乗車可 ▲：乗車券のみ有効 ×：乗車不可 / || 制限事項 || ねだん | 大人：2,000円 || 有効期間 | １日間 || 発売期間 | 2025年8月16日～2025年8月17日 || 利用期間 | 2025年8月16日～2025年8月31日 || 発売箇所 | 高松駅コンコース内特設コーナー || 発売枚数 | 5,000枚",https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/jrsikoku65.htm,https://www.jr-shikoku.co.jp/03_news/press/assets/2025/08/07/2025%2008%2007.pdf,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/jrshikoku84.gif,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/sikoku.htm,
四国,2026-05-26,高松琴平電鉄,ことでん１日フリーきっぷ,発売中,ことでん１日フリーきっぷ,高松琴平電鉄,高松琴平電気鉄道・運輸サービス部：087-863-7300,/,,,"大人：1,700円／小人：850円 /",１日,通年,通年,"高松築港,片原町,瓦町,栗林公園,伏石,太田,仏生山,一宮,滝宮,琴電琴平,高田,長尾,八栗,琴電志度",,"ことでん１日フリーきっぷ || 関連情報 | 高松琴平電鉄 || 問合わせ | 高松琴平電気鉄道・運輸サービス部：087-863-7300 || フリー区間 | / || 制限事項 || ねだん | 大人：1,700円／小人：850円 / || 有効期間 | １日 || 発売期間 | 通年 || 利用期間 | 通年 || 発売箇所 | 高松築港,片原町,瓦町,栗林公園,伏石,太田,仏生山,一宮,滝宮,琴電琴平,高田,長尾,八栗,琴電志度",https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/kotoden01.htm,https://www.kotoden.co.jp/publichtm/kotoden/ticket/free_ticket2019/index.html,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/gazou/kotoden01.jpg | https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/kotoden.gif,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/sikoku.htm,
四国,2026-05-26,高松琴平電鉄,ことでんおんせん乗車入浴券,発売中,ことでんおんせん乗車入浴券,高松琴平電鉄,高松琴平電気鉄道・運輸サービス部：087-863-7300,ことでんおんせん乗車入浴券 /,,,"大人：1,300円",１日,通年,通年,"高松築港,片原町,瓦町,栗林公園,伏石,仏生山",,"ことでんおんせん乗車入浴券 || 関連情報 | 高松琴平電鉄 || 問合わせ | 高松琴平電気鉄道・運輸サービス部：087-863-7300 || フリー区間 | ことでんおんせん乗車入浴券 / || 制限事項 || ねだん | 大人：1,300円 || 有効期間 | １日 || 発売期間 | 通年 || 利用期間 | 通年 || 発売箇所 | 高松築港,片原町,瓦町,栗林公園,伏石,仏生山",https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/kotoden03.htm,https://www.kotoden.co.jp/publichtm/kotoden/ticket/kotoden_onsen/index.html,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/kotoden03.gif,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/sikoku.htm,
四国,2026-05-26,高松琴平電鉄,ことでん・JRくるり～んきっぷ,発売中,ことでん･ＪＲくるり～んきっぷ,ＪＲ四国 高松琴平電鉄,ＪＲ四国 TEL:,/,在来線特急列車サンライズ瀬戸号快速・普通ＪＲ四国バス グリーン車普通車指定普通車自由グリーンライナー指定自由高速バス路線バス ▲▲▲×▲▲▲○×× ○：乗車可 ▲：乗車券のみ有効 ×：乗車不可 /,,"大人：2,200円／小人：1,100円",１日,通年,通年,"ＪＲ四国 / みどりの窓口,みどりの券売機プラス,JR四国ツアー支店 / 高松琴平電鉄 / 高松築港,瓦町,栗林公園,琴電琴平,長尾,琴電志度 / 四国内の主な旅行会社 / 高松空港インフォメーションセンター / チケットアプリ「しこくスマートえきちゃん」",,"ことでん･ＪＲくるり～んきっぷ || 関連情報 | ＪＲ四国 高松琴平電鉄 || 問合わせ | ＪＲ四国 TEL: || フリー区間 | / || 利用可能設備 | 在来線特急列車サンライズ瀬戸号快速・普通ＪＲ四国バス グリーン車普通車指定普通車自由グリーンライナー指定自由高速バス路線バス ▲▲▲×▲▲▲○×× ○：乗車可 ▲：乗車券のみ有効 ×：乗車不可 / || 制限事項 || ねだん | 大人：2,200円／小人：1,100円 || 有効期間 | １日 || 発売期間 | 通年 || 利用期間 | 通年 || 発売箇所 | ＪＲ四国 / みどりの窓口,みどりの券売機プラス,JR四国ツアー支店 / 高松琴平電鉄 / 高松築港,瓦町,栗林公園,琴電琴平,長尾,琴電志度 / 四国内の主な旅行会社 / 高松空港インフォメーションセンター / チケットアプリ「しこくスマートえきちゃん」",https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/jrsikoku08.htm,http://www.jr-eki.com/ticket/brand/1-5EG | http://www.kotoden.co.jp/publichtm/kotoden/ticket/kururin.htm | https://www.jr-eki.com/smart-eki/index.html,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/gazou/jrshikoku08.jpg | https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/jrshikoku08.gif,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/sikoku.htm,
四国,2026-05-26,高松琴平電鉄,レール＆リムジンパス,発売中,レール＆リムジンパス,高松琴平電鉄,高松琴平電気鉄道・運輸サービス部：087-863-7300,レール＆リムジンパス /,,,"大人：3,800円",１日×2枚,通年,通年,高松空港1階国内線到着ロビー・バス券売機,,"レール＆リムジンパス || 関連情報 | 高松琴平電鉄 || 問合わせ | 高松琴平電気鉄道・運輸サービス部：087-863-7300 || フリー区間 | レール＆リムジンパス / || 制限事項 || ねだん | 大人：3,800円 || 有効期間 | １日×2枚 || 発売期間 | 通年 || 利用期間 | 通年 || 発売箇所 | 高松空港1階国内線到着ロビー・バス券売機",https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/kotoden04.htm,https://www.kotoden.co.jp/publichtm/kotoden/new/2023/rail_limousines/index.html,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/kotoden.gif,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/sikoku.htm,
四国,2026-05-26,高松琴平電鉄,レール＆リムジンデジタルパス,発売中,レール＆リムジンデジタルパス,高松琴平電鉄,高松琴平電気鉄道・運輸サービス部：087-863-7300,レール＆リムジンデジタルパス /,,,"大人：1,700円／小人：850円 /",高松空港リムジンバス：1回 / ことでん電車：利用開始から24時間,通年,通年,QUICK TRIP,,"レール＆リムジンデジタルパス || 関連情報 | 高松琴平電鉄 || 問合わせ | 高松琴平電気鉄道・運輸サービス部：087-863-7300 || フリー区間 | レール＆リムジンデジタルパス / || 制限事項 || ねだん | 大人：1,700円／小人：850円 / || 有効期間 | 高松空港リムジンバス：1回 / ことでん電車：利用開始から24時間 || 発売期間 | 通年 || 利用期間 | 通年 || 発売箇所 | QUICK TRIP",https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/kotoden09.htm,https://kotoden.quicktrip.jp/ | https://www.kotoden.co.jp/publichtm/kotoden/ticket/digital_ticket/index.html,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/kotoden.gif,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/sikoku.htm,
四国,2026-05-26,高松琴平電鉄,ことでん×NEWレオマワールドセットきっぷ,発売中,ことでん×NEWレオマワールドセットきっぷ,高松琴平電鉄,高松琴平電気鉄道・運輸サービス部：087-863-7300,ことでん×NEWレオマワールドセットきっぷ /,,,"大人：3,800円 / 学生：2,800円 / 小人：2,300円 /",１日,通年,通年,ことでん全有人駅,,"ことでん×NEWレオマワールドセットきっぷ || 関連情報 | 高松琴平電鉄 || 問合わせ | 高松琴平電気鉄道・運輸サービス部：087-863-7300 || フリー区間 | ことでん×NEWレオマワールドセットきっぷ / || 制限事項 || ねだん | 大人：3,800円 / 学生：2,800円 / 小人：2,300円 / || 有効期間 | １日 || 発売期間 | 通年 || 利用期間 | 通年 || 発売箇所 | ことでん全有人駅",https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/kotoden05.htm,https://www.kotoden.co.jp/publichtm/kotoden/new/2023/reoma_tiket/index.html,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/kotoden.gif,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/sikoku.htm,
四国,2026-05-26,高松琴平電鉄,ことでん24時間フリーきっぷ,発売中,ことでん24時間フリーきっぷ,高松琴平電鉄,高松琴平電気鉄道・運輸サービス部：087-863-7300,ことでん24時間フリーきっぷ /,,,"～2026/3/31 大人：1,400円／小人：700円 / 2026/4/1～ 大人：1,500円／小人：750円 /",利用開始から24時間,通年,通年,QUICK TRIP RYDE PASS,,"ことでん24時間フリーきっぷ || 関連情報 | 高松琴平電鉄 || 問合わせ | 高松琴平電気鉄道・運輸サービス部：087-863-7300 || フリー区間 | ことでん24時間フリーきっぷ / || 制限事項 || ねだん | ～2026/3/31 大人：1,400円／小人：700円 / 2026/4/1～ 大人：1,500円／小人：750円 / || 有効期間 | 利用開始から24時間 || 発売期間 | 通年 || 利用期間 | 通年 || 発売箇所 | QUICK TRIP RYDE PASS",https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/kotoden07.htm,https://kotoden.quicktrip.jp/ | https://pass.ryde-go.com/products/PY36LKSD1281 | https://www.kotoden.co.jp/publichtm/kotoden/ticket/quicktrip/index.html,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/kotoden.gif,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/sikoku.htm,
四国,2026-05-26,高松琴平電鉄,ことでん48時間フリーきっぷ,発売中,ことでん48時間フリーきっぷ,高松琴平電鉄,高松琴平電気鉄道・運輸サービス部：087-863-7300,ことでん48時間フリーきっぷ /,,,"～2026/3/31 大人：2,700円／小人：1,350円 / 2026/4/1～ 大人：2,800円／小人：1,400円 /",利用開始から48時間,通年,通年,QUICK TRIP RYDE PASS,,"ことでん48時間フリーきっぷ || 関連情報 | 高松琴平電鉄 || 問合わせ | 高松琴平電気鉄道・運輸サービス部：087-863-7300 || フリー区間 | ことでん48時間フリーきっぷ / || 制限事項 || ねだん | ～2026/3/31 大人：2,700円／小人：1,350円 / 2026/4/1～ 大人：2,800円／小人：1,400円 / || 有効期間 | 利用開始から48時間 || 発売期間 | 通年 || 利用期間 | 通年 || 発売箇所 | QUICK TRIP RYDE PASS",https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/kotoden08.htm,https://kotoden.quicktrip.jp/ | https://pass.ryde-go.com/products/9G8M61S79WRW | https://www.kotoden.co.jp/publichtm/kotoden/ticket/quicktrip/index.html,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/kotoden.gif,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/sikoku.htm,
四国,2026-05-26,高松琴平電鉄,やしま四国村・志度線パス,発売中,やしま四国村・志度線パス,高松琴平電鉄,高松琴平電気鉄道・管理本部地域開発部 ：087-812-7292,やしま四国村・志度線パス /,,,"～2026/3/31 大人：2,000円 / 2026/4/1～ 大人：2,500円",１日,通年,通年,"高松築港,片原町,瓦町,八栗,琴電志度 / QUICK TRIP",,"やしま四国村・志度線パス || 関連情報 | 高松琴平電鉄 || 問合わせ | 高松琴平電気鉄道・管理本部地域開発部 ：087-812-7292 || フリー区間 | やしま四国村・志度線パス / || 制限事項 || ねだん | ～2026/3/31 大人：2,000円 / 2026/4/1～ 大人：2,500円 || 有効期間 | １日 || 発売期間 | 通年 || 利用期間 | 通年 || 発売箇所 | 高松築港,片原町,瓦町,八栗,琴電志度 / QUICK TRIP",https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/kotoden84.htm,https://kotoden.quicktrip.jp/ | https://www.kotoden.co.jp/publichtm/kotoden/ticket/shikokumura_ticket/index.html,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/kotoden84.gif,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/sikoku.htm,
四国,2026-05-26,高松琴平電鉄,やしま四国村・志度線パス リムジンバスセット券,発売中,やしま四国村・志度線パス リムジンバスセット券,高松琴平電鉄,高松琴平電気鉄道・管理本部地域開発部 ：087-812-7292,やしま四国村・志度線パス /,,,"大人：3,500円 /",１日(購入から7日以内),2026年4月1日～通年,2026年4月1日～通年,高松空港1階国内線到着ロビー・バス券売機,,"やしま四国村・志度線パス リムジンバスセット券 || 関連情報 | 高松琴平電鉄 || 問合わせ | 高松琴平電気鉄道・管理本部地域開発部 ：087-812-7292 || フリー区間 | やしま四国村・志度線パス / || 制限事項 || ねだん | 大人：3,500円 / || 有効期間 | １日(購入から7日以内) || 発売期間 | 2026年4月1日～通年 || 利用期間 | 2026年4月1日～通年 || 発売箇所 | 高松空港1階国内線到着ロビー・バス券売機",https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/kotoden10.htm,https://www.kotoden.co.jp/publichtm/kotoden/ticket/shikokumura_ticket/index.html,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/kotoden84.gif,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/sikoku.htm,
四国,2026-05-26,高松琴平電鉄,ことでんぷーるきっぷ,終了,ことでんぷーるきっぷ,高松琴平電鉄,高松琴平電気鉄道・運輸サービス部：087-863-7300,ことでんぷーるきっぷ /,,,"大人：2,100円 / 高校生：1,900円 / 中学生：1,600円 / 小学生：1,500円 /",１日,2025年7月20日～2025年8月31日,2025年7月20日～2025年8月31日,ことでん有人駅,,"ことでんぷーるきっぷ || 関連情報 | 高松琴平電鉄 || 問合わせ | 高松琴平電気鉄道・運輸サービス部：087-863-7300 || フリー区間 | ことでんぷーるきっぷ / || 制限事項 || ねだん | 大人：2,100円 / 高校生：1,900円 / 中学生：1,600円 / 小学生：1,500円 / || 有効期間 | １日 || 発売期間 | 2025年7月20日～2025年8月31日 || 利用期間 | 2025年7月20日～2025年8月31日 || 発売箇所 | ことでん有人駅",https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/kotoden81.htm,https://www.kotoden.co.jp/publichtm/kotoden/ticket/poolticket/index.html,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/kotoden81.gif,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/sikoku.htm,
四国,2026-05-26,高松琴平電鉄,ことでんすけーときっぷ,終了,ことでんすけーときっぷ,高松琴平電鉄,高松琴平電気鉄道・運輸サービス部：087-863-7300,ことでんぷーるきっぷ /,,,"大人：2,500円 / 高校生：2,200円 / 中学生：2,000円 / 小学生：1,700円 /",１日,2025年10月26日～2026年4月12日,2025年10月26日～2026年4月12日,ことでん有人駅,,"ことでんすけーときっぷ || 関連情報 | 高松琴平電鉄 || 問合わせ | 高松琴平電気鉄道・運輸サービス部：087-863-7300 || フリー区間 | ことでんぷーるきっぷ / || 制限事項 || ねだん | 大人：2,500円 / 高校生：2,200円 / 中学生：2,000円 / 小学生：1,700円 / || 有効期間 | １日 || 発売期間 | 2025年10月26日～2026年4月12日 || 利用期間 | 2025年10月26日～2026年4月12日 || 発売箇所 | ことでん有人駅",https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/kotoden82.htm,https://www.kotoden.co.jp/publichtm/kotoden/ticket/skate_ticket/index.html,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/kotoden81.gif,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/sikoku.htm,
四国,2026-05-26,伊予鉄道,市内電車･郊外電車 1Dayチケット,発売中,市内電車･郊外電車 1Dayチケット,伊予鉄道 みきゃんアプリ,伊予鉄道 運輸課：089-948-3323,/,,「坊ちゃん列車」は乗車不可。,"大人：2,000円／小人：1,000円",１日間,通年,通年 /,みきゃんアプリ ジョルダンモバイルチケット,,"市内電車･郊外電車 1Dayチケット || 関連情報 | 伊予鉄道 みきゃんアプリ || 問合わせ | 伊予鉄道 運輸課：089-948-3323 || フリー区間 | / || 制限事項 | 「坊ちゃん列車」は乗車不可。 || ねだん | 大人：2,000円／小人：1,000円 || 有効期間 | １日間 || 発売期間 | 通年 || 利用期間 | 通年 / || 発売箇所 | みきゃんアプリ ジョルダンモバイルチケット",https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/iyotetu21.htm,https://mican-app.jp/ | https://ticket.jorudan.co.jp/iyotetsu/tram/ja/ | https://www.iyotetsu.co.jp/ticket/toku/1day_rail.html,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/iyo21.gif,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/sikoku.htm,
四国,2026-05-26,伊予鉄道,市内電車･リムジンバス 1Dayチケット,発売中,市内電車･リムジンバス 1Dayチケット,伊予鉄道 みきゃんアプリ,伊予鉄道 運輸課：089-948-3323 自動車課：089-948-3172,/,,「坊ちゃん列車」は乗車不可。,"大人：2,300円／小人：1,150円",１日間,通年,通年 /,みきゃんアプリ ジョルダンモバイルチケット,,"市内電車･リムジンバス 1Dayチケット || 関連情報 | 伊予鉄道 みきゃんアプリ || 問合わせ | 伊予鉄道 運輸課：089-948-3323 自動車課：089-948-3172 || フリー区間 | / || 制限事項 | 「坊ちゃん列車」は乗車不可。 || ねだん | 大人：2,300円／小人：1,150円 || 有効期間 | １日間 || 発売期間 | 通年 || 利用期間 | 通年 / || 発売箇所 | みきゃんアプリ ジョルダンモバイルチケット",https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/iyotetu22.htm,https://mican-app.jp/ | https://ticket.jorudan.co.jp/iyotetsu/tram/ja/ | https://www.iyotetsu.co.jp/ticket/toku/1day_lim.html,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/iyo22.gif,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/sikoku.htm,
