sortOrder,id,name_cn,description,price_adult_regular,price_adult_phone,price_child_regular,price_child_phone,price_over65,price_under25,price_under18,price_under15,price_free,bestFor,duration,validityPeriod_startDate,validityPeriod_endDate,validityPeriod_description,coverage_regions,coverage_map,targetAudience,trainTypes,officialLinks,purchaseLinks,category,popularity,isLimitedPeriod,ticket_note
11,kyusyu_11,JQ CARDおでかけネットパス(北部九州版),"JQ CARDおでかけネットパス(北部九州版) || 関連情報 | ＪＲ九州 || 問合わせ | ＪＲ九州 || フリー区間 | JQ CARDおでかけネットパス(北部九州版) || 利用可能設備 | 山陽新幹線九州/西九州新幹線特急・急行快速・普通 グリーン普通車指定普通車自由グリーンDXグリーングリーン個室普通車指定普通車自由ライナー指定自由 ×▲△○▲▲▲△○▲▲○ ○：乗車可 △：６回まで有効 ▲：料金券が必要 ■：乗車券のみ有効 ×：乗車不可 －：設定なし / || 制限事項 | JQ CARD決済限定 || ねだん | 11,300円 || 有効期間 | ２日間 || 発売期間 | 2025年9月1日～2026年3月29日 / 利用日前日までの発売 || 利用期間 | 2025年10月1日～2026年3月31日 || 発売箇所 | ＪＲ九州インターネット予約(要ログイン)
限制事项: JQ CARD決済限定
相关信息: ＪＲ九州
咨询: ＪＲ九州","11,300円",,,,,,,,,,２日間,2025年9月1日～2026年3月29日 / 利用日前日までの発売,,2025年10月1日～2026年3月31日,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/jrkyusyu85.gif,,山陽新幹線九州/西九州新幹線特急・急行快速・普通 グリーン普通車指定普通車自由グリーンDXグリーングリーン個室普通車指定普通車自由ライナー指定自由 ×▲△○▲▲▲△○▲▲○ ○：乗車可 △：６回まで有効 ▲：料金券が必要 ■：乗車券のみ有効 ×：乗車不可 －：設定なし /,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/jrkyusyu123.htm | https://train.yoyaku.jrkyushu.co.jp/jr/pc/special/TicketClass?code=JOF | https://www.jrkyushu-kippu.jp/fare/ticket/445,ＪＲ九州インターネット予約(要ログイン),,,,
12,kyusyu_12,こどもぼうけんきっぷ,"こどもぼうけんきっぷ || 関連情報 | ＪＲ九州 「こどもぼうけんきっぷ」特設サイト || 問合わせ | ＪＲ九州 || フリー区間 | こどもぼうけんきっぷ || 利用可能設備 | 山陽新幹線九州新幹線 / 西九州新幹線特急・急行快速・普通JR九州バス みずほグリーン普通車指定普通車自由グリーンDXグリーングリーン個室普通車指定普通車自由ライナー指定自由直方線BRTひこぼしライン嬉野線北薩線 ×■■■■■■■■■■■○○○○○ ○：乗車可 △：６回まで有効 ▲：料金券が必要 ■：乗車券のみ有効 ×：乗車不可 －：設定なし / || 制限事項 || ねだん | 小人：100円 || 有効期間 | １日間 || 発売期間 | 2026年2月14日～2026年5月5日 / 2025年11月24日～2026年1月6日 / 2025年6月19日～2025年8月30日 / || 利用期間 | 2026年3月14日～2026年3月31日 / 2026年4月25日～2026年5月6日 / 2025年12月24日～2026年1月7日 / 2025年7月19日～2025年8月31日 / || 発売箇所 | JR九州のインターネット列車予約サイト / ＪＲ九州各駅の指定席券売機 / 利用日の前日までに購入
相关信息: ＪＲ九州 「こどもぼうけんきっぷ」特設サイト
咨询: ＪＲ九州",小人：100円,,,,,,,,,,１日間,2026年2月14日～2026年5月5日 / 2025年11月24日～2026年1月6日 / 2025年6月19日～2025年8月30日 /,,2026年3月14日～2026年3月31日 / 2026年4月25日～2026年5月6日 / 2025年12月24日～2026年1月7日 / 2025年7月19日～2025年8月31日 /,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/jrkyusyu92.gif,,山陽新幹線九州新幹線 / 西九州新幹線特急・急行快速・普通JR九州バス みずほグリーン普通車指定普通車自由グリーンDXグリーングリーン個室普通車指定普通車自由ライナー指定自由直方線BRTひこぼしライン嬉野線北薩線 ×■■■■■■■■■■■○○○○○ ○：乗車可 △：６回まで有効 ▲：料金券が必要 ■：乗車券のみ有効 ×：乗車不可 －：設定なし /,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/jrkyusyu66.htm | https://train.yoyaku.jrkyushu.co.jp/jr/pc/Top | https://www.jrkyushu.co.jp/common/inc/news/newtopics/__icsFiles/afieldfile/2026/02/06/20260206_2026_Spring_Golden_Week_Childrens_Adventure_Ticket.pdf | https://www.jrkyushu.co.jp/railway/bouken/spring2026/,JR九州のインターネット列車予約サイト / ＪＲ九州各駅の指定席券売機 / 利用日の前日までに購入,,,,
13,kyusyu_13,みやざきマルっと1Dayフリーパス,"みやざきマルっと1Dayフリーパス || 関連情報 | ＪＲ九州 九州MaaS my route || 問合わせ | ＪＲ九州案内センター TEL：095-826-4336 / || フリー区間 | みやざきマルっと1Dayフリーパス || 利用可能設備 | 山陽新幹線九州新幹線 / 西九州新幹線特急・急行快速・普通 グリーン普通車指定普通車自由グリーンDXグリーングリーン個室普通車指定普通車自由ライナー指定自由 －×××■■■■○■■○ ○：乗車可 ■：乗車券のみ有効 / ×：乗車不可 －：設定なし / || 制限事項 || ねだん | 大人：500円／小人：250円 || 有効期間 | 2日間 || 発売期間 | 2025年10月24日～2025年12月8日 / 2025年8月25日～2025年9月29日 / 2025年5月26日～2025年6月30日 || 利用期間 | 2025年10月24日～2025年12月8日の土日月曜日 / 2025年9月1日～2025年9月29日の土日月曜日 / 2025年6月1日～2025年6月30日の土日月 || 発売箇所 | 「my route」 /
相关信息: ＪＲ九州 九州MaaS my route
咨询: ＪＲ九州案内センター TEL：095-826-4336 /",大人：500円／小人：250円,,,,,,,,,,2日間,2025年10月24日～2025年12月8日 / 2025年8月25日～2025年9月29日 / 2025年5月26日～2025年6月30日,,2025年10月24日～2025年12月8日の土日月曜日 / 2025年9月1日～2025年9月29日の土日月曜日 / 2025年6月1日～2025年6月30日の土日月,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/jrkyusyu118.gif,,山陽新幹線九州新幹線 / 西九州新幹線特急・急行快速・普通 グリーン普通車指定普通車自由グリーンDXグリーングリーン個室普通車指定普通車自由ライナー指定自由 －×××■■■■○■■○ ○：乗車可 ■：乗車券のみ有効 / ×：乗車不可 －：設定なし /,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/jrkyusyu118.htm | https://kyushu-maas.jp/ticket/1292 | https://top.myroute.fun/ticket/miyazaki | https://top.myroute.fun/ticket/miyazaki#miyazakicity | https://www.jrkyushu.co.jp/maas/jrs_maas/,「my route」 /,,,,
14,kyusyu_14,『GO NORI-HODAI』Tシャツきっぷ,"『GO NORI-HODAI』Tシャツきっぷ || 関連情報 | ＪＲ九州 || 問合わせ | ＪＲ九州 || フリー区間 | 『GO NORI-HODAI』Tシャツきっぷ || 利用可能設備 | 山陽新幹線九州新幹線 / 西九州新幹線特急・急行快速・普通 グリーン普通車指定普通車自由グリーンDXグリーングリーン個室普通車指定普通車自由ライナー指定自由 ×××○－－－－－－－－ ○：乗車可 ×：乗車不可 －：設定なし / || 制限事項 | きっぷを着用もしくは手持ちの上有人改札口から乗降 || ねだん | 大人：3,000円 小人：1,500円 / || 有効期間 | １日間 || 発売期間 | WEB販売：2025年8月6日～2025年9月5日 / ファミリーマート,銘品蔵：2025年8月6日～2025年8月24日 / 当日：2025年9月6日 || 利用期間 | 2025年9月6日 || 発売箇所 | WEB販売：ＪＲ九州トラベルデスク(STORES) / ファミリーマート,銘品蔵：ＪＲ九州 / 当日：武雄温泉,嬉野温泉,新大村,諫早,長崎(売切れの場合は販売無し) || 発売枚数 | 7,000枚 (大人：5,000枚/小人：2,000枚)
限制事项: きっぷを着用もしくは手持ちの上有人改札口から乗降
其他详情: {""発売枚数"": ""7,000枚 (大人：5,000枚/小人：2,000枚)""}
相关信息: ＪＲ九州
咨询: ＪＲ九州","大人：3,000円 小人：1,500円 /",,,,,,,,,,１日間,"WEB販売：2025年8月6日～2025年9月5日 / ファミリーマート,銘品蔵：2025年8月6日～2025年8月24日 / 当日：2025年9月6日",,2025年9月6日,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/jrkyusyu111.gif,,山陽新幹線九州新幹線 / 西九州新幹線特急・急行快速・普通 グリーン普通車指定普通車自由グリーンDXグリーングリーン個室普通車指定普通車自由ライナー指定自由 ×××○－－－－－－－－ ○：乗車可 ×：乗車不可 －：設定なし /,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/jrkyusyu111.htm | https://widgets.bokun.io/online-sales/9f45d152-5771-4466-8821-9a964830296c/experience/1035967 | https://www.jrkyushu.co.jp/train/gowest/#norihodai,"WEB販売：ＪＲ九州トラベルデスク(STORES) / ファミリーマート,銘品蔵：ＪＲ九州 / 当日：武雄温泉,嬉野温泉,新大村,諫早,長崎(売切れの場合は販売無し)",,,,
15,kyusyu_15,ぶらり大村線・松浦鉄道きっぷ,"ぶらり大村線・松浦鉄道きっぷ || 関連情報 | ＪＲ九州 || 問合わせ | ＪＲ九州案内センター TEL：095-826-4336 / || フリー区間 || 利用可能設備 | 西九州新幹線在来線特急・急行快速・普通 指定自由グリーン車指定自由グリーン指定グリーン自由ライナー指定自由 ▲▲▲▲▲－－▲▲○ ○：乗車可 △：制限事項あり ▲：乗車券のみ有効 / ×：乗車不可 －：設定なし / || 制限事項 || ねだん | 大人：4,400円／小人：1,820円 || 有効期間 | ２日間 / 松浦鉄道は1日 || 発売期間 | 2023年9月23日～2024年2月28日 || 利用期間 | 2023年9月23日～2024年2月29日 || 発売箇所 | 「JR 九州インターネット列車予約」 /
相关信息: ＪＲ九州
咨询: ＪＲ九州案内センター TEL：095-826-4336 /","大人：4,400円／小人：1,820円",,,,,,,,,,２日間 / 松浦鉄道は1日,2023年9月23日～2024年2月28日,,2023年9月23日～2024年2月29日,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/jrkyusyu112.gif,,西九州新幹線在来線特急・急行快速・普通 指定自由グリーン車指定自由グリーン指定グリーン自由ライナー指定自由 ▲▲▲▲▲－－▲▲○ ○：乗車可 △：制限事項あり ▲：乗車券のみ有効 / ×：乗車不可 －：設定なし /,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/jrkyusyu112.htm | http://www.jrkyushu-kippu.jp/fare/ticket/351 | https://train.yoyaku.jrkyushu.co.jp/jr/pc/special/TicketClass?code=BOM,「JR 九州インターネット列車予約」 /,,,,
16,kyusyu_16,肥薩線～指宿枕崎線1日乗り放題きっぷ,"肥薩線～指宿枕崎線 / 1日乗り放題きっぷ || 関連情報 | ＪＲ九州 || 問合わせ | ＪＲ九州案内センター TEL：095-826-4336 / || フリー区間 | 肥薩線～指宿枕崎線1日乗り放題きっぷ || 利用可能設備 | 山陽新幹線九州新幹線 / 西九州新幹線特急・急行快速・普通 グリーン普通車指定普通車自由グリーンDXグリーングリーン個室普通車指定普通車自由ライナー指定自由 ××××■■■■■■■○ ○：乗車可 ■：乗車券のみ有効 ×：乗車不可 －：設定なし / || 制限事項 || ねだん | 大人：1,000円／小人：500円 || 有効期間 | １日間 || 発売期間 | 2025年7月18日～2025年10月31日 || 利用期間 | 2025年7月18日～2025年10月31日 || 発売箇所 | 「my route」 / || 発売枚数 | 大人：1,000枚 小人：300枚 || 備考
其他详情: {""発売枚数"": ""大人：1,000枚 小人：300枚""}
相关信息: ＪＲ九州
咨询: ＪＲ九州案内センター TEL：095-826-4336 /","大人：1,000円／小人：500円",,,,,,,,,,１日間,2025年7月18日～2025年10月31日,,2025年7月18日～2025年10月31日,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/jrkyusyu113.gif,,山陽新幹線九州新幹線 / 西九州新幹線特急・急行快速・普通 グリーン普通車指定普通車自由グリーンDXグリーングリーン個室普通車指定普通車自由ライナー指定自由 ××××■■■■■■■○ ○：乗車可 ■：乗車券のみ有効 ×：乗車不可 －：設定なし /,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/jrkyusyu113.htm | https://kyushu-maas.jp/ticket/755 | https://top.myroute.fun/ticket/kagoshima,「my route」 /,,,,
17,kyusyu_17,ひなたフェスみやざき記念きっぷ,"ひなたフェスみやざき記念きっぷ || 関連情報 | ＪＲ九州 || 問合わせ || フリー区間 | ひなたフェスみやざき記念きっぷ || 利用可能設備 | 山陽新幹線九州新幹線 / 西九州新幹線特急・急行快速・普通 グリーン普通車指定普通車自由グリーンDXグリーングリーン個室普通車指定普通車自由ライナー指定自由 ××××■■■■■■■○ ○：乗車可 ■：乗車券のみ有効 ×：乗車不可 －：設定なし / || 制限事項 || ねだん | 大人：3,100円／小人：2,000円 || 有効期間 | 2日間 || 発売期間 | 2024年8月1日～2024年8月20日 || 利用期間 | 2024年9月7日～2024年9月8日 || 発売箇所 | 「ＪＲ九州お買い物マーケット」 /
相关信息: ＪＲ九州","大人：3,100円／小人：2,000円",,,,,,,,,,2日間,2024年8月1日～2024年8月20日,,2024年9月7日～2024年9月8日,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/jrkyusyu114.gif,,山陽新幹線九州新幹線 / 西九州新幹線特急・急行快速・普通 グリーン普通車指定普通車自由グリーンDXグリーングリーン個室普通車指定普通車自由ライナー指定自由 ××××■■■■■■■○ ○：乗車可 ■：乗車券のみ有効 ×：乗車不可 －：設定なし /,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/jrkyusyu114.htm | https://www.jrk-kyushutabi.shop/ | https://www.jrkyushu.co.jp/news/__icsFiles/afieldfile/2024/07/29/20240729_Hinatazaka_46_Hyuga_City_JR_Kyushu_We_are_starting_the_Miyazaki_bustling_project.pdf,「ＪＲ九州お買い物マーケット」 /,,,,
18,kyusyu_18,南九州 DE 超回復！きっぷ,"南九州 DE 超回復！きっぷ || 関連情報 | ＪＲ九州 九州MasS || 問合わせ || フリー区間 | 南九州 DE 超回復！きっぷ || 利用可能設備 | 山陽新幹線九州新幹線 / 西九州新幹線特急・急行快速・普通 グリーン普通車指定普通車自由グリーンDXグリーングリーン個室普通車指定普通車自由ライナー指定自由 インターネット列車予約×■△○■■■△○■△○ my route×■△○■■■■○■△○ ○：乗車可 ■：乗車券のみ有効 △：合計で３回まで / ×：乗車不可 －：設定なし / || 制限事項 || ねだん | 大人小人 インターネット列車予約15,000円6,000円 my route14,500円－ || 有効期間 | 3日間 || 発売期間 | インターネット列車予約2024年9月1日～2025年3月22日 my route2024年10月1日～2025年3月29日 || 利用期間 | 2024年9月1日～2025年3月31日 || 発売箇所 | 「ＪＲ九州ネット予約」 / my route
相关信息: ＪＲ九州 九州MasS","大人小人 インターネット列車予約15,000円6,000円 my route14,500円－",,,,,,,,,,3日間,インターネット列車予約2024年9月1日～2025年3月22日 my route2024年10月1日～2025年3月29日,,2024年9月1日～2025年3月31日,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/jrkyusyu115.gif,,山陽新幹線九州新幹線 / 西九州新幹線特急・急行快速・普通 グリーン普通車指定普通車自由グリーンDXグリーングリーン個室普通車指定普通車自由ライナー指定自由 インターネット列車予約×■△○■■■△○■△○ my route×■△○■■■■○■△○ ○：乗車可 ■：乗車券のみ有効 △：合計で３回まで / ×：乗車不可 －：設定なし /,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/jrkyusyu115.htm | https://kyushu-maas.jp/ticket/882 | https://top.myroute.fun/ | https://train.yoyaku.jrkyushu.co.jp/jr/pc/special/TicketClass?code=MDF | https://www.jrkyushu-kippu.jp/fare/ticket/370,「ＪＲ九州ネット予約」 / my route,,,,
19,kyusyu_19,ぐるっと九州御朱印めぐりきっぷ,"ぐるっと九州御朱印めぐりきっぷ || 関連情報 | ＪＲ九州 ＪＲ九州 || 問合わせ | ＪＲ九州案内センター TEL：050-3786-1717 || フリー区間 | ぐるっと九州御朱印めぐりきっぷ || 利用可能設備 | 九州新幹線特急・急行快速・普通 普通車指定普通車自由グリーンDXグリーングリーン個室普通車指定普通車自由ライナー指定自由 ▲▲▲▲▲▲▲▲▲○ ○：乗車可 ▲：乗車券のみ有効 ×：乗車不可 / || 制限事項 || ねだん | 大人：14,300円 / || 有効期間 | ３日間 || 発売期間 | 2026年2月20日～2026年10月29日 || 利用期間 | 2026年2月20日～2026年10月31日 || 発売箇所 | 「JR九州インターネット列車予約」(要ログイン))
相关信息: ＪＲ九州 ＪＲ九州
咨询: ＪＲ九州案内センター TEL：050-3786-1717","大人：14,300円 /",,,,,,,,,,３日間,2026年2月20日～2026年10月29日,,2026年2月20日～2026年10月31日,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/jrkyusyu92.gif,,九州新幹線特急・急行快速・普通 普通車指定普通車自由グリーンDXグリーングリーン個室普通車指定普通車自由ライナー指定自由 ▲▲▲▲▲▲▲▲▲○ ○：乗車可 ▲：乗車券のみ有効 ×：乗車不可 /,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/jrkyusyu51.htm | https://train.yoyaku.jrkyushu.co.jp/jr/pc/special/TicketClass?code=GGM | https://www.jrkyushu-kippu.jp/fare/ticket/458 | https://www.jrkyushu.co.jp/train/tokubetsu-gosyuin-meguri/#sec02,「JR九州インターネット列車予約」(要ログイン)),,,,
20,kyusyu_20,いちにち九州御朱印めぐりきっぷ,"いちにち九州御朱印めぐりきっぷ || 関連情報 | ＪＲ九州 ＪＲ九州 || 問合わせ | ＪＲ九州案内センター TEL：050-3786-1717 || フリー区間 | いちにち九州御朱印めぐりきっぷ || 利用可能設備 | 九州新幹線特急・急行快速・普通 普通車指定普通車自由グリーンDXグリーングリーン個室普通車指定普通車自由ライナー指定自由 ▲▲▲▲▲▲▲▲▲○ ○：乗車可 ▲：乗車券のみ有効 ×：乗車不可 / || 制限事項 || ねだん | 大人：3,900円 / || 有効期間 | １日間 || 発売期間 | 2026年2月20日～2026年10月31日 || 利用期間 | 2026年2月20日～2026年10月31日 || 発売箇所 | 「JR九州インターネット列車予約」(要ログイン))
相关信息: ＪＲ九州 ＪＲ九州
咨询: ＪＲ九州案内センター TEL：050-3786-1717","大人：3,900円 /",,,,,,,,,,１日間,2026年2月20日～2026年10月31日,,2026年2月20日～2026年10月31日,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/jrkyusyu92.gif,,九州新幹線特急・急行快速・普通 普通車指定普通車自由グリーンDXグリーングリーン個室普通車指定普通車自由ライナー指定自由 ▲▲▲▲▲▲▲▲▲○ ○：乗車可 ▲：乗車券のみ有効 ×：乗車不可 /,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/jrkyusyu52.htm | https://train.yoyaku.jrkyushu.co.jp/jr/pc/special/TicketClass?code=DGM | https://www.jrkyushu-kippu.jp/fare/ticket/457 | https://www.jrkyushu.co.jp/train/tokubetsu-gosyuin-meguri/#sec02,「JR九州インターネット列車予約」(要ログイン)),,,,
21,kyusyu_21,旅名人の九州満喫寺社めぐりきっぷ,"旅名人の九州満喫寺社めぐりきっぷ || 関連情報 | ＪＲ九州 ＪＲ九州 || 問合わせ | ＪＲ九州案内センター TEL：092-471-8111 || フリー区間 | 旅名人の九州満喫寺社めぐりきっぷ || 利用可能設備 | 九州新幹線特急・急行快速・普通 普通車指定普通車自由グリーンDXグリーングリーン個室普通車指定普通車自由ライナー指定自由南阿蘇鉄道トロッコ列車 ××××××△▲▲○× ○：乗車可 ▲：乗車券のみ有効 △：西日本鉄道のみ乗車可 ×：乗車不可 / || 制限事項 | 各社局の普通列車及び快速列車に乗車可。九州新幹線は乗車不可。ＪＲ九州の普通車指定席は、別途指定券を購入すれば乗車可。西日本鉄道は、特急、急行も乗車可。南阿蘇鉄道の「トロッコ列車」は乗車不可。肥薩線タクシー輸送(八代～人吉)は乗車不可。 || ねだん | 大人：12,000円 || 有効期間 | 購入日より３ヶ月の任意の３日(回) || 発売期間 | 2025年4月1日～2025年10月31日 || 利用期間 | 2025年4月1日～2025年10月31日 || 発売箇所 | ＪＲ九州の駅
限制事项: 各社局の普通列車及び快速列車に乗車可。九州新幹線は乗車不可。ＪＲ九州の普通車指定席は、別途指定券を購入すれば乗車可。西日本鉄道は、特急、急行も乗車可。南阿蘇鉄道の「トロッコ列車」は乗車不可。肥薩線タクシー輸送(八代～人吉)は乗車不可。
相关信息: ＪＲ九州 ＪＲ九州
咨询: ＪＲ九州案内センター TEL：092-471-8111","大人：12,000円",,,,,,,,,,購入日より３ヶ月の任意の３日(回),2025年4月1日～2025年10月31日,,2025年4月1日～2025年10月31日,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/jrkyusyu03.gif,,九州新幹線特急・急行快速・普通 普通車指定普通車自由グリーンDXグリーングリーン個室普通車指定普通車自由ライナー指定自由南阿蘇鉄道トロッコ列車 ××××××△▲▲○× ○：乗車可 ▲：乗車券のみ有効 △：西日本鉄道のみ乗車可 ×：乗車不可 /,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/jrkyusyu121.htm | https://www.jrkyushu-kippu.jp/fare/ticket/426 | https://www.jrkyushu.co.jp/train/jisha-meguri/#box02 | https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/jrkyusyu01.htm,ＪＲ九州の駅,,,,
22,kyusyu_22,福岡エリア 九州寺社めぐりきっぷ,"福岡エリア 九州寺社めぐりきっぷ || 関連情報 | ＪＲ九州 || 問合わせ | ＪＲ九州案内センター TEL：095-826-4336 / ＪＲ九州旅行長崎支店 TEL：095-822-4813 || フリー区間 | 福岡エリア 九州寺社めぐりきっぷ || 利用可能設備 | 九州新幹線在来線特急・急行快速・普通 指定自由グリーン車指定自由グリーン指定グリーン自由ライナー指定自由 －－▲▲▲－－▲▲○ ○：乗車可 △：制限事項あり ▲：乗車券のみ有効 / ×：乗車不可 －：設定なし / || 制限事項 || ねだん | 大人：3,500円／小人：3,500円 || 有効期間 | １日間 || 発売期間 | 2025年4月25日～2025年10月31日 || 利用期間 | 2025年6月13日～2025年10月31日 || 発売箇所 | 「JR九州インターネット予約」
相关信息: ＪＲ九州
咨询: ＪＲ九州案内センター TEL：095-826-4336 / ＪＲ九州旅行長崎支店 TEL：095-822-4813","大人：3,500円／小人：3,500円",,,,,,,,,,１日間,2025年4月25日～2025年10月31日,,2025年6月13日～2025年10月31日,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/jrkyusyu120.gif,,九州新幹線在来線特急・急行快速・普通 指定自由グリーン車指定自由グリーン指定グリーン自由ライナー指定自由 －－▲▲▲－－▲▲○ ○：乗車可 △：制限事項あり ▲：乗車券のみ有効 / ×：乗車不可 －：設定なし /,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/jrkyusyu120.htm | https://train.yoyaku.jrkyushu.co.jp/jr/pc/special/TicketClass?code=FGF | https://www.jrkyushu.co.jp/train/jisha-meguri/#box03,「JR九州インターネット予約」,,,,
23,kyusyu_23,ぶらり大村線 寺社めぐりきっぷ,"ぶらり大村線 寺社めぐりきっぷ || 関連情報 | ＪＲ九州 || 問合わせ | ＪＲ九州案内センター TEL：095-826-4336 / ＪＲ九州旅行長崎支店 TEL：095-822-4813 || フリー区間 | ぶらり大村線 寺社めぐりきっぷ || 利用可能設備 | 西九州新幹線在来線特急・急行快速・普通 指定自由グリーン車指定自由グリーン指定グリーン自由ライナー指定自由 ▲▲▲▲▲－－▲▲○ ○：乗車可 △：制限事項あり ▲：乗車券のみ有効 / ×：乗車不可 －：設定なし / || 制限事項 || ねだん | 大人：3,700円／小人：3,700円 || 有効期間 | ２日間 || 発売期間 | 2025年6月13日～2025年10月30日 || 利用期間 | 2025年6月13日～2025年10月31日 || 発売箇所 | 長崎,浦上,諫早,大村,新大村,ハウステンボス,早岐,佐世保,有田,武雄温泉,嬉野温泉 /
相关信息: ＪＲ九州
咨询: ＪＲ九州案内センター TEL：095-826-4336 / ＪＲ九州旅行長崎支店 TEL：095-822-4813","大人：3,700円／小人：3,700円",,,,,,,,,,２日間,2025年6月13日～2025年10月30日,,2025年6月13日～2025年10月31日,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/jrkyusyu81.gif,,西九州新幹線在来線特急・急行快速・普通 指定自由グリーン車指定自由グリーン指定グリーン自由ライナー指定自由 ▲▲▲▲▲－－▲▲○ ○：乗車可 △：制限事項あり ▲：乗車券のみ有効 / ×：乗車不可 －：設定なし /,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/jrkyusyu119.htm | https://www.jrkyushu.co.jp/train/jisha-meguri/#box04,"長崎,浦上,諫早,大村,新大村,ハウステンボス,早岐,佐世保,有田,武雄温泉,嬉野温泉 /",,,,
24,kyusyu_24,北九州周遊パス～タッチKyushu～,"北九州周遊パス～タッチKyushu～ || 関連情報 | 九州観光機構 皿倉登山鉄道 || 問合わせ | ＪＲ九州 || フリー区間 | 北九州周遊パス～タッチKyushu～ || 利用可能設備 | 山陽新幹線九州新幹線 / 西九州新幹線特急・急行快速・普通 グリーン普通車指定普通車自由グリーンDXグリーングリーン個室普通車指定普通車自由ライナー指定自由 ×××××××××▲▲○ ○：乗車可 ▲：料金券必要 ×：乗車不可 / || 制限事項 | タッチ決済対応のクレジットカード要 || ねだん | １日間 大人：2,000円 小人：2,000円 / ２日間 大人：3,000円 小人：3,000円 / || 有効期間 | １／２日間 || 発売期間 | 1日券 2025年7月23日～2026年3月31日 / 2日券 2025年7月23日～2026年3月30日 || 利用期間 | 2025年7月23日～2027年3月31日 || 発売箇所 | 九州観光機構 Pass Case || 発売枚数 | －
限制事项: タッチ決済対応のクレジットカード要
其他详情: {""発売枚数"": ""－""}
相关信息: 九州観光機構 皿倉登山鉄道
咨询: ＪＲ九州","１日間 大人：2,000円 小人：2,000円 / ２日間 大人：3,000円 小人：3,000円 /",,,,,,,,,,１／２日間,1日券 2025年7月23日～2026年3月31日 / 2日券 2025年7月23日～2026年3月30日,,2025年7月23日～2027年3月31日,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/jrkyusyu122.gif,,山陽新幹線九州新幹線 / 西九州新幹線特急・急行快速・普通 グリーン普通車指定普通車自由グリーンDXグリーングリーン個室普通車指定普通車自由ライナー指定自由 ×××××××××▲▲○ ○：乗車可 ▲：料金券必要 ×：乗車不可 /,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/jrkyusyu122.htm | https://kitakyushu-tourpass.com/ | https://www.sarakurayama-cablecar.co.jp/news/2025-7-23%e3%80%8c%e5%8c%97%e4%b9%9d%e5%b7%9e%e5%91%a8%e9%81%8a%e3%83%91%e3%82%b9%e3%80%8d%e8%b2%a9%e5%a3%b2%e9%96%8b%e5%a7%8b/ | https://www.smbc-card.com/camp/passcase/index.html,九州観光機構 Pass Case,,,,
