sortOrder,id,name_cn,description,price_adult_regular,price_adult_phone,price_child_regular,price_child_phone,price_over65,price_under25,price_under18,price_under15,price_free,bestFor,duration,validityPeriod_startDate,validityPeriod_endDate,validityPeriod_description,coverage_regions,coverage_map,targetAudience,trainTypes,officialLinks,purchaseLinks,category,popularity,isLimitedPeriod,ticket_note
11,hokusinetu_11,ほくほくワンデーパス,"ほくほくワンデーパス || 関連情報 | 北越急行 || 問合わせ | 北越急行 TEL:025-752-0770 || フリー区間 | / ほくほくワンデーパス || 制限事項 | 特急利用不可 || ねだん | 大人：1,800円／小人：900円 || 有効期間 | 1日間 || 発売期間 | 利用当日のみ || 利用期間 | 通年 || 発売箇所 | 窓口：ほくほく線・十日町駅,えちごトキめき鉄道・直江津駅 / 券売機：六日町(改札内),魚沼丘陵,しんざ,十日町,まつだい,ほくほく大島,虫川大杉,うらがわら,くびき / ほくほく線列車内 / セブンチケット
限制事项: 特急利用不可
相关信息: 北越急行
咨询: 北越急行 TEL:025-752-0770","大人：1,800円／小人：900円",,,,,,,,,,1日間,利用当日のみ,,通年,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/hokuhoku.gif,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/hokuhoku01.htm | https://7ticket.jp/s/114268/d | https://hokuhoku.co.jp/pdf/oneday.pdf,"窓口：ほくほく線・十日町駅,えちごトキめき鉄道・直江津駅 / 券売機：六日町(改札内),魚沼丘陵,しんざ,十日町,まつだい,ほくほく大島,虫川大杉,うらがわら,くびき / ほくほく線列車内 / セブンチケット",,,,
12,hokusinetu_12,ほくほく線 周学ミステリーパス,"ほくほく線 周学ミステリーパス || 関連情報 | 北越急行 || 問合わせ | 北越急行 TEL:025-750-1251 || フリー区間 | / ほくほく線 周学ミステリーパス || 制限事項 || ねだん | 大人：1,400円 || 有効期間 | 1日間 || 発売期間 | 2024年10月1日～2024年11月30日 || 利用期間 | 2024年10月1日～2024年11月30日 || 発売箇所 | 十日町 / 松代･松之山温泉観光案内所(まつだい駅隣接 )
相关信息: 北越急行
咨询: 北越急行 TEL:025-750-1251","大人：1,400円",,,,,,,,,,1日間,2024年10月1日～2024年11月30日,,2024年10月1日～2024年11月30日,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/hokuhoku91.gif,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/hokuhoku92.htm | https://www.hokuhoku.co.jp/press/20240927.pdf,十日町 / 松代･松之山温泉観光案内所(まつだい駅隣接 ),,,,
13,hokusinetu_13,トキ鉄ツアーパス,"トキ鉄ツアーパス || 関連情報 | えちごトキめき鉄道 あいの風とやま鉄道 || 問合わせ | 直江津駅 TEL:025-543-3160 || フリー区間 | トキ鉄ツアーパス || 制限事項 | 特急「しらゆき」の普通車自由席に乗車可。「えちごトキめきリゾート雪月花」は乗車不可 || ねだん | 大人：2,400円／小人：1,200円 || 有効期間 | １日間 || 発売期間 | 通年 || 利用期間 | 通年 || 発売箇所 | えちごトキめき鉄道：直江津,春日山,高田,上越妙高,新井,関山,妙高高原,能生,糸魚川,えちごトキめき鉄道列車内 / あいの風とやま鉄道：泊
限制事项: 特急「しらゆき」の普通車自由席に乗車可。「えちごトキめきリゾート雪月花」は乗車不可
相关信息: えちごトキめき鉄道 あいの風とやま鉄道
咨询: 直江津駅 TEL:025-543-3160","大人：2,400円／小人：1,200円",,,,,,,,,,１日間,通年,,通年,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/echigotokimeki.gif,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/echigo03.htm | http://www.echigo-tokimeki.co.jp/ticket/plan/#tokitetsutour | https://ainokaze.co.jp/ticket/plan#s08,"えちごトキめき鉄道：直江津,春日山,高田,上越妙高,新井,関山,妙高高原,能生,糸魚川,えちごトキめき鉄道列車内 / あいの風とやま鉄道：泊",,,,
14,hokusinetu_14,トキ鉄18きっぷ,"トキ鉄18きっぷ || 関連情報 | えちごトキめき鉄道 || 問合わせ | えちごトキめき鉄道総務企画部営業課 TEL:025-546-5521 || フリー区間 | トキ鉄18きっぷ || 制限事項 | 当日有効の「青春18きっぷ」を所持する場合に発売。特急「しらゆき」乗車は乗車不可。えちごトキめきリゾート雪月花は乗車不可 || ねだん | 大人：1,200円 || 有効期間 | １日間 || 発売期間 | 2026年3月1日～2026年4月10日 / 2026年7月18日～2026年9月8日 / 2026年12月11日～2027年1月11日 / || 利用期間 | 発売当日限り || 発売箇所 | 直江津,春日山,高田,上越妙高,新井,妙高高原,能生,糸魚川,えちごトキめき鉄道列車内
限制事项: 当日有効の「青春18きっぷ」を所持する場合に発売。特急「しらゆき」乗車は乗車不可。えちごトキめきリゾート雪月花は乗車不可
相关信息: えちごトキめき鉄道
咨询: えちごトキめき鉄道総務企画部営業課 TEL:025-546-5521","大人：1,200円",,,,,,,,,,１日間,2026年3月1日～2026年4月10日 / 2026年7月18日～2026年9月8日 / 2026年12月11日～2027年1月11日 /,,発売当日限り,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/echigotokimeki.gif,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/echigo93.htm | https://www.echigo-tokimeki.co.jp/information/detail?id=2252,"直江津,春日山,高田,上越妙高,新井,妙高高原,能生,糸魚川,えちごトキめき鉄道列車内",,,,
15,hokusinetu_15,じもパス 【会員】,"じもパス || 関連情報 | えちごトキめき鉄道 || 問合わせ | 直江津駅 TEL:025-543-3160 || フリー区間 | じもパス || 制限事項 | 妙高市,上越市,糸魚川市在住の方ならびにトキてつサポーターズクラブ会員限定 特急「しらゆき」乗車は別途特急券必要。 「越乃Shu*Kura」,「えちごトキめきリゾート雪月花」は乗車不可 シルバー用は満70歳以上の方が対象 免許返納用は運転経歴証明書をお持ちの方が対象 購入時に、運転免許証、保険証や学生証等で住所、年齢等の確認。利用時は各証明書等の携帯が必要。 || ねだん | 大人：1,800円／小人：600円 / シルバー：600円 免許返納：600円 || 有効期間 | １日間 || 発売期間 | 通年 || 利用期間 | 通年 || 発売箇所 | 直江津,春日山,高田,上越妙高,新井,妙高高原,能生,糸魚川 / えちごトキめき鉄道列車内
限制事项: 妙高市,上越市,糸魚川市在住の方ならびにトキてつサポーターズクラブ会員限定 特急「しらゆき」乗車は別途特急券必要。 「越乃Shu*Kura」,「えちごトキめきリゾート雪月花」は乗車不可 シルバー用は満70歳以上の方が対象 免許返納用は運転経歴証明書をお持ちの方が対象 購入時に、運転免許証、保険証や学生証等で住所、年齢等の確認。利用時は各証明書等の携帯が必要。
相关信息: えちごトキめき鉄道
咨询: 直江津駅 TEL:025-543-3160","大人：1,800円／小人：600円 / シルバー：600円 免許返納：600円",,,,,,,,,,１日間,通年,,通年,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/echigotokimeki.gif,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/echigo02.htm | http://www.echigo-tokimeki.co.jp/ticket/plan/#jimo,"直江津,春日山,高田,上越妙高,新井,妙高高原,能生,糸魚川 / えちごトキめき鉄道列車内",,,,
16,hokusinetu_16,開業10周年記念 トキ鉄フリーきっぷ,"開業10周年記念 / トキ鉄フリーきっぷ || 関連情報 | えちごトキめき鉄道 || 問合わせ | えちごトキめき鉄道総務企画部営業課 TEL:025-546-5521 || フリー区間 | 開業10周年記念 トキ鉄フリーきっぷ || 制限事項 | 「特急列車」乗車不可「えちごトキめきリゾート雪月花号」乗車不可 || ねだん | 大人：1,000円 || 有効期間 | １日 || 発売期間 | 2025年3月14日～2025年10月11日 || 利用期間 | 2025年3月15日,3月16日,5月3日,7月5日,10月11日 || 発売箇所 | 直江津,春日山,高田,上越妙高,新井,妙高高原,能生,糸魚川 / Yahoo！公式ネットショップ
限制事项: 「特急列車」乗車不可「えちごトキめきリゾート雪月花号」乗車不可
相关信息: えちごトキめき鉄道
咨询: えちごトキめき鉄道総務企画部営業課 TEL:025-546-5521","大人：1,000円",,,,,,,,,,１日,2025年3月14日～2025年10月11日,,"2025年3月15日,3月16日,5月3日,7月5日,10月11日",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/gazou/echigo91.jpg | https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/echigotokimeki.gif,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/echigo91.htm | https://store.shopping.yahoo.co.jp/tokitetsu-official/ | https://www.echigo-tokimeki.co.jp/information/detail?id=2325,"直江津,春日山,高田,上越妙高,新井,妙高高原,能生,糸魚川 / Yahoo！公式ネットショップ",,,,
17,hokusinetu_17,1日まるまるフリーきっぷ,"1日まるまるフリーきっぷ || 関連情報 | 上田電鉄 || 問合わせ | 上田電鉄・運輸部 TEL:0268-39-7117 || フリー区間 | 1日まるまるフリーきっぷ / || 制限事項 || ねだん | 大人：1,180円／小人：600円 || 有効期間 | 1日間 || 発売期間 | 通年 || 利用期間 | 通年 || 発売箇所 | 窓口：上田 / 券売機設置駅：上田,赤坂上,上田原,大学前,下之郷,別所温泉
相关信息: 上田電鉄
咨询: 上田電鉄・運輸部 TEL:0268-39-7117","大人：1,180円／小人：600円",,,,,,,,,,1日間,通年,,通年,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/ueda01.gif,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/ueda02.htm | https://www.uedadentetsu.com/news/post-2961.html,"窓口：上田 / 券売機設置駅：上田,赤坂上,上田原,大学前,下之郷,別所温泉",,,,
18,hokusinetu_18,軽井沢・別所温泉フリーきっぷ,"軽井沢・別所温泉フリーきっぷ || 関連情報 | しなの鉄道 上田電鉄 || 問合わせ | しなの鉄道営業課 TEL:0268-21-4702 || フリー区間 | / 軽井沢・別所温泉フリーきっぷ / || 制限事項 || ねだん | 大人：1,880円／小人：940円 || 有効期間 | １日 || 発売期間 | 通年 || 利用期間 | 通年 || 発売箇所 | しなの鉄道デジタルチケット販売サイト
相关信息: しなの鉄道 上田電鉄
咨询: しなの鉄道営業課 TEL:0268-21-4702","大人：1,880円／小人：940円",,,,,,,,,,１日,通年,,通年,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/shinano32.gif,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/sinano32.htm | https://cs.shinanorailway-ticket.com/tabs/home/merchandises/select-ticket?agency-id=9100001010566&item=ZZZ-freepass-2024-0905-01 | https://www.shinanorailway.co.jp/tour-info/gain/ | https://www.uedadentetsu.com/news/post-383.html,しなの鉄道デジタルチケット販売サイト,,,,
19,hokusinetu_19,別所線・信州上田レイライン線電車・バスフリーきっぷ,"別所線・信州上田レイライン線電車・バスフリーきっぷ || 関連情報 | 上田電鉄 || 問合わせ | 上田電鉄 運輸部 TEL:0268-39-7117 || フリー区間 | 別所線・信州上田レイライン線電車・バスフリーきっぷ / || 制限事項 || ねだん | 大人：1,240円／小人：620円 || 有効期間 | 発売当日限り || 発売期間 | 2025年4月1日～2025年11月30日 || 利用期間 | 2025年4月1日～2025年11月30日 || 発売箇所 | 上田駅
相关信息: 上田電鉄
咨询: 上田電鉄 運輸部 TEL:0268-39-7117","大人：1,240円／小人：620円",,,,,,,,,,発売当日限り,2025年4月1日～2025年11月30日,,2025年4月1日～2025年11月30日,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/ueda04.gif,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/ueda04.htm | https://www.uedadentetsu.com/news/post_379.html,上田駅,,,,
20,hokusinetu_20,快速信州鎌倉号5002レのおもいで 別所線1日フリーきっぷ,"快速信州鎌倉号5002レのおもいで 別所線1日フリーきっぷ || 関連情報 | 上田電鉄 || 問合わせ | 上田電鉄 運輸部 TEL:0268-39-7117 || フリー区間 | 快速信州鎌倉号5002レのおもいで 別所線1日フリーきっぷ / || 制限事項 || ねだん | 大人：1,180円 || 有効期間 | １日間 || 発売期間 | 2025年2月1日～ || 利用期間 | 2025年2月1日～ || 発売箇所 | 上田,下之郷
相关信息: 上田電鉄
咨询: 上田電鉄 運輸部 TEL:0268-39-7117","大人：1,180円",,,,,,,,,,１日間,2025年2月1日～,,2025年2月1日～,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/ueda01.gif,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/ueda99.htm | https://www.uedadentetsu.com/news/post-8280.html,"上田,下之郷",,,,
21,hokusinetu_21,別所線 週末おかわりフリーきっぷ,"別所線 週末おかわりフリーきっぷ || 関連情報 | 上田電鉄 || 問合わせ | 上田電鉄・運輸部 TEL:0268-39-7117 || フリー区間 | 別所線 週末おかわりフリーきっぷ / || 制限事項 || ねだん | 大人：1,180円／小人：600円 || 有効期間 | 1日間×2回 || 発売期間 | 2025年8月30日～2026年6月30日 || 利用期間 | 利用当日と発売月から3か月後の土休日 || 発売箇所 | 上田
相关信息: 上田電鉄
咨询: 上田電鉄・運輸部 TEL:0268-39-7117","大人：1,180円／小人：600円",,,,,,,,,,1日間×2回,2025年8月30日～2026年6月30日,,利用当日と発売月から3か月後の土休日,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/ueda01.gif,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/ueda100.htm | https://www.uedadentetsu.com/news/post-8646.html,上田,,,,
22,hokusinetu_22,鉄道むすめ・温泉むすめコラボフリーきっぷ,"鉄道むすめ・温泉むすめコラボフリーきっぷ || 関連情報 | 上田電鉄 || 問合わせ | 上田電鉄・運輸部 TEL:0268-39-7117 || フリー区間 | 鉄道むすめ・温泉むすめコラボフリーきっぷ / || 制限事項 || ねだん | 大人：1,180円 || 有効期間 | 1日間 || 発売期間 | 2026年1月31日～ || 利用期間 | 2026年1月31日～ || 発売箇所 | 上田
相关信息: 上田電鉄
咨询: 上田電鉄・運輸部 TEL:0268-39-7117","大人：1,180円",,,,,,,,,,1日間,2026年1月31日～,,2026年1月31日～,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/ueda01.gif,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/ueda101.htm | https://www.uedadentetsu.com/news/post-8956.html,上田,,,,
23,hokusinetu_23,軽井沢フリーパス,"軽井沢フリーパス || 関連情報 | しなの鉄道 || 問合わせ | しなの鉄道・お客さまセンター： TEL:0267-21-3470 / 草軽交通： TEL:0267-42-2441 / 西武観光バス： TEL:0267-45-5045 / 千曲バス： TEL:0267-22-2100 / || フリー区間 | / 軽井沢フリーパス / || 制限事項 || ねだん | 1日券 大人：2,500円／小人：1,250円 / 2日券 大人：3,600円／小人：1,800円 || 有効期間 | １日/２日 || 発売期間 | 通年 || 利用期間 | 通年 / || 発売箇所 | １日券：しなの鉄道デジタルチケット販売サイト / ２日券：しなの鉄道デジタルチケット販売サイト
相关信息: しなの鉄道
咨询: しなの鉄道・お客さまセンター： TEL:0267-21-3470 / 草軽交通： TEL:0267-42-2441 / 西武観光バス： TEL:0267-45-5045 / 千曲バス： TEL:0267-22-2100 /","1日券 大人：2,500円／小人：1,250円 / 2日券 大人：3,600円／小人：1,800円",,,,,,,,,,１日/２日,通年,,通年 /,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/shinano33.gif,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/sinano33.htm | https://cs.shinanorailway-ticket.com/tabs/home/merchandises/select-ticket?agency-id=9100001010566&item=ZZZ-freepass-2024-0905-03 | https://cs.shinanorailway-ticket.com/tabs/home/merchandises/select-ticket?agency-id=9100001010566&item=ZZZ-freepass-2024-0905-04 | https://www.shinanorailway.co.jp/tour-info/gain/,１日券：しなの鉄道デジタルチケット販売サイト / ２日券：しなの鉄道デジタルチケット販売サイト,,,,
24,hokusinetu_24,北しなの線フリーきっぷ,"北しなの線フリーきっぷ || 関連情報 | しなの鉄道 || 問合わせ | しなの鉄道・お客さまセンター TEL:0267-21-3470 / || フリー区間 | / 北しなの線フリーきっぷ / || 制限事項 || ねだん | 平日用：大人：1,400円／小人：700円 / 休日用：大人：1,100円／小人：550円 / || 有効期間 | １日 || 発売期間 | 通年 || 利用期間 | 通年 || 発売箇所 | 平日用：しなの鉄道デジタルチケット販売サイト / 休日用：しなの鉄道デジタルチケット販売サイト
相关信息: しなの鉄道
咨询: しなの鉄道・お客さまセンター TEL:0267-21-3470 /","平日用：大人：1,400円／小人：700円 / 休日用：大人：1,100円／小人：550円 /",,,,,,,,,,１日,通年,,通年,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/shinano11.gif,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/sinano11.htm | https://cs.shinanorailway-ticket.com/tabs/home/merchandises/select-ticket?agency-id=9100001010566&item=ZZZ-freepass-2024-0905-02 | https://cs.shinanorailway-ticket.com/tabs/home/merchandises/select-ticket?agency-id=9100001010566&item=ZZZ-freepass-2025-1029-holiday | https://www.shinanorailway.co.jp/tour-info/gain/,平日用：しなの鉄道デジタルチケット販売サイト / 休日用：しなの鉄道デジタルチケット販売サイト,,,,
25,hokusinetu_25,軽井沢・別所温泉フリーきっぷ,"軽井沢・別所温泉フリーきっぷ || 関連情報 | しなの鉄道 上田電鉄 || 問合わせ | しなの鉄道営業課 TEL:0268-21-4702 || フリー区間 | / 軽井沢・別所温泉フリーきっぷ / || 制限事項 || ねだん | 大人：1,880円／小人：940円 || 有効期間 | １日 || 発売期間 | 通年 || 利用期間 | 通年 || 発売箇所 | しなの鉄道デジタルチケット販売サイト
相关信息: しなの鉄道 上田電鉄
咨询: しなの鉄道営業課 TEL:0268-21-4702","大人：1,880円／小人：940円",,,,,,,,,,１日,通年,,通年,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/shinano32.gif,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/sinano32.htm | https://cs.shinanorailway-ticket.com/tabs/home/merchandises/select-ticket?agency-id=9100001010566&item=ZZZ-freepass-2024-0905-01 | https://www.shinanorailway.co.jp/tour-info/gain/ | https://www.uedadentetsu.com/news/post-383.html,しなの鉄道デジタルチケット販売サイト,,,,
26,hokusinetu_26,しなの鉄道線フリーきっぷ,"しなの鉄道線フリーきっぷ || 関連情報 | しなの鉄道 || 問合わせ | しなの鉄道お客さまセンター TEL:0268-21-3470 || フリー区間 | / しなの鉄道線フリーきっぷ / || 制限事項 || ねだん | 平日用：大人：2,300円／小人：1,150円 / 休日用：大人：2,000円／小人：1,000円 / || 有効期間 | １日 || 発売期間 | 通年 || 利用期間 | 通年 || 発売箇所 | 平日用：しなの鉄道デジタルチケット販売サイト / 休日用：しなの鉄道デジタルチケット販売サイト /
相关信息: しなの鉄道
咨询: しなの鉄道お客さまセンター TEL:0268-21-3470","平日用：大人：2,300円／小人：1,150円 / 休日用：大人：2,000円／小人：1,000円 /",,,,,,,,,,１日,通年,,通年,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/shinano01.gif,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/sinano30.htm | https://cs.shinanorailway-ticket.com/tabs/home/merchandises/select-ticket?agency-id=9100001010566&item=ZZZ-freepass-2025-1029-01 | https://cs.shinanorailway-ticket.com/tabs/home/merchandises/select-ticket?agency-id=9100001010566&item=ZZZ-freepass-2025-1029-02 | https://www.shinanorailway.co.jp/tour-info/gain/,平日用：しなの鉄道デジタルチケット販売サイト / 休日用：しなの鉄道デジタルチケット販売サイト /,,,,
27,hokusinetu_27,長電フリー乗車券,"長電フリー乗車券 || 関連情報 | 長野電鉄 || 問合わせ | 長野電鉄・鉄道事業部運輸課 TEL:026-248-6000 || フリー区間 | 長電フリー乗車券 || 制限事項 | 特急(自由席)乗車可 || ねだん | 2日用 大人：3,520円／小人：1,760円 / 1日用 大人：2,820円／小人：1,410円 || 有効期間 | 2日用：２日間 / 1日用：１日間 || 発売期間 | 2026年4月1日～2026年11月30日 || 利用期間 | 2026年4月1日～2026年12月1日 || 発売箇所 | 長野,市役所前,権堂,善光寺下,本郷,桐原,信濃吉田,朝陽,附属中学前,柳原,村山,日野,須坂,小布施,都住,桜沢,延徳,信州中野,湯田中の各駅自動券売機
限制事项: 特急(自由席)乗車可
相关信息: 長野電鉄
咨询: 長野電鉄・鉄道事業部運輸課 TEL:026-248-6000","2日用 大人：3,520円／小人：1,760円 / 1日用 大人：2,820円／小人：1,410円",,,,,,,,,,2日用：２日間 / 1日用：１日間,2026年4月1日～2026年11月30日,,2026年4月1日～2026年12月1日,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/gazou/nagano.jpg | https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/naganodentetu.gif,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/nagaden01.htm | https://www.nagaden-net.co.jp/info/ticket,"長野,市役所前,権堂,善光寺下,本郷,桐原,信濃吉田,朝陽,附属中学前,柳原,村山,日野,須坂,小布施,都住,桜沢,延徳,信州中野,湯田中の各駅自動券売機",,,,
28,hokusinetu_28,SNOW MONKEY PASS,"SNOW MONKEY PASS || 関連情報 | 長野電鉄 || 問合わせ | 長野電鉄・鉄道事業部運輸課 TEL:026-248-6000 || フリー区間 | SNOW MONKEY PASS || 制限事項 | 特急(自由席)乗車可 || ねだん | 大人：4,800円／小人：2,400円 || 有効期間 | 2日間 || 発売期間 | 2026年4月1日～2026年9月30日 / 2025年12月6日～2026年3月31日 || 利用期間 | 2026年4月1日～2026年10月1日 / 2025年12月6日～2026年4月1日 || 発売箇所 | 長野,市役所前,権堂,善光寺下,本郷,桐原,信濃吉田,朝陽,附属中学前,柳原,村山,日野,須坂,小布施,都住,桜沢,延徳,信州中野,湯田中の各駅自動券売機
限制事项: 特急(自由席)乗車可
相关信息: 長野電鉄
咨询: 長野電鉄・鉄道事業部運輸課 TEL:026-248-6000","大人：4,800円／小人：2,400円",,,,,,,,,,2日間,2026年4月1日～2026年9月30日 / 2025年12月6日～2026年3月31日,,2026年4月1日～2026年10月1日 / 2025年12月6日～2026年4月1日,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/nagaden06.gif,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/nagaden06.htm | https://www.nagaden-net.co.jp/info/ticket/,"長野,市役所前,権堂,善光寺下,本郷,桐原,信濃吉田,朝陽,附属中学前,柳原,村山,日野,須坂,小布施,都住,桜沢,延徳,信州中野,湯田中の各駅自動券売機",,,,
29,hokusinetu_29,ながでん鉄道・バス2DAYフリーきっぷ,"ながでん鉄道・バス２ＤＡＹフリーきっぷ || 関連情報 | 長野電鉄 || 問合わせ | 長野電鉄・鉄道事業部運輸課 TEL:026-248-6000 || フリー区間 | ながでん鉄道・バス２ＤＡＹフリーきっぷ || 制限事項 | 特急(自由席)乗車可 || ねだん | 大人：5,000円／小人：2,500円 || 有効期間 | ２日間 || 発売期間 | 2026年4月1日～2026年11月29日 || 利用期間 | 2026年4月1日～2026年11月30日 || 発売箇所 | 長野,市役所前,権堂,善光寺下,本郷,桐原,信濃吉田,朝陽,附属中学前,柳原,村山,日野,須坂,小布施,都住,桜沢,延徳,信州中野,湯田中の各駅自動券売機
限制事项: 特急(自由席)乗車可
相关信息: 長野電鉄
咨询: 長野電鉄・鉄道事業部運輸課 TEL:026-248-6000","大人：5,000円／小人：2,500円",,,,,,,,,,２日間,2026年4月1日～2026年11月29日,,2026年4月1日～2026年11月30日,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/nagaden05.gif,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/nagaden05.htm | https://www.nagaden-net.co.jp/info/ticket,"長野,市役所前,権堂,善光寺下,本郷,桐原,信濃吉田,朝陽,附属中学前,柳原,村山,日野,須坂,小布施,都住,桜沢,延徳,信州中野,湯田中の各駅自動券売機",,,,
30,hokusinetu_30,ホリデーフリーチケット 【小中高生限定】,"ホリデーフリーチケット || 関連情報 | 長野電鉄 || 問合わせ | 長野電鉄・鉄道事業部運輸課 TEL:026-248-6000 || フリー区間 | ホリデーフリーチケット || 制限事項 | 中高生に限る。乗車時に学生証の提示が必要 / 特急料金(自由席)を含む || ねだん | 中高生：1,240円 小学生：620円 || 有効期間 | １日間 || 発売期間 | 利用当日 || 利用期間 | 2026年4月1日～2026年11月30日の土休日 / 2026年7月15日～2026年8月20日 / || 発売箇所 | 長野,市役所前,権堂,善光寺下,本郷,桐原,信濃吉田,朝陽,附属中学前,柳原,村山,日野,須坂,小布施,都住,桜沢,延徳,信州中野,湯田中の各駅自動券売機
限制事项: 中高生に限る。乗車時に学生証の提示が必要 / 特急料金(自由席)を含む
相关信息: 長野電鉄
咨询: 長野電鉄・鉄道事業部運輸課 TEL:026-248-6000","中高生：1,240円 小学生：620円",,,,,,,,,,１日間,利用当日,,2026年4月1日～2026年11月30日の土休日 / 2026年7月15日～2026年8月20日 /,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/naganodentetu.gif,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/nagaden07.htm | https://www.nagaden-net.co.jp/info/ticket,"長野,市役所前,権堂,善光寺下,本郷,桐原,信濃吉田,朝陽,附属中学前,柳原,村山,日野,須坂,小布施,都住,桜沢,延徳,信州中野,湯田中の各駅自動券売機",,,,
31,hokusinetu_31,上高地線電車わくわく一日フリー乗車券,"上高地線電車 / わくわく一日フリー乗車券 || 関連情報 | アルピコ交通 || 問合わせ | アルピコ交通新島々駅 TEL:0263-87-3166 / || フリー区間 | 上高地線電車わくわく一日フリー乗車券 || 制限事項 || ねだん | 大人：1,420円／小人：710円 || 有効期間 | １日 || 発売期間 | 通年 || 利用期間 | 通年 || 発売箇所 | 松本(JRの自動券売機),北新・松本大学前,新村,森口,波田,新島々 / Web専用ページ
相关信息: アルピコ交通
咨询: アルピコ交通新島々駅 TEL:0263-87-3166 /","大人：1,420円／小人：710円",,,,,,,,,,１日,通年,,通年,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/gazou/matuden01.jpg | https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/matuden.gif,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/matuden01.htm | https://cs.alpico-ticket.com/tabs/home/merchandises?keyword=TETSUDO | https://www.alpico.co.jp/traffic/ticket/6/,"松本(JRの自動券売機),北新・松本大学前,新村,森口,波田,新島々 / Web専用ページ",,,,
32,hokusinetu_32,新島々駅鉄道神社例大祭記念 上高地線電車わくわく一日フリー乗車券,"新島々駅鉄道神社例大祭記念 上高地線電車わくわく一日フリー乗車券 || 関連情報 | アルピコ交通 || 問合わせ | アルピコ交通新島々駅 TEL:0263-87-3166 / || フリー区間 | 新島々駅鉄道神社例大祭記念 上高地線電車わくわく一日フリー乗車券 || 制限事項 || ねだん | 大人：1,000円／小人：300円 || 有効期間 | １日 || 発売期間 | 2026年1月26日～2026年2月7日 || 利用期間 | 2026年2月7日 || 発売箇所 | Web専用ページ
相关信息: アルピコ交通
咨询: アルピコ交通新島々駅 TEL:0263-87-3166 /","大人：1,000円／小人：300円",,,,,,,,,,１日,2026年1月26日～2026年2月7日,,2026年2月7日,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/matuden.gif,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/matuden91.htm | https://cs.alpico-ticket.com/tabs/home/merchandises | https://www.alpico.co.jp/traffic/news/1506/,Web専用ページ,,,,
