sortOrder,id,name_cn,description,price_adult_regular,price_adult_phone,price_child_regular,price_child_phone,price_over65,price_under25,price_under18,price_under15,price_free,bestFor,duration,validityPeriod_startDate,validityPeriod_endDate,validityPeriod_description,coverage_regions,coverage_map,targetAudience,trainTypes,officialLinks,purchaseLinks,category,popularity,isLimitedPeriod,ticket_note
11,sikoku_11,ひがしこうち観光１日フリーきっぷ,"ひがしこうち観光1日フリーきっぷ || 関連情報 | 土佐くろしお鉄道 JR四国 || 問合わせ | 土佐くろしお鉄道・安芸駅 TEL:0887-34-8800 || フリー区間 | ひがしこうち観光1日フリーきっぷ / || 制限事項 || ねだん | 大人：2,900円 小人：1,450円 || 有効期間 | 1日 || 発売期間 | ～2027年3月31日 || 利用期間 | ～2027年3月31日 / || 発売箇所 | 土佐くろしお鉄道：安芸,のいち,奈半利駅物産館無花果,車掌,オンラインストア / ＪＲ四国：駅のみどりの窓口,みどりの券売機プラス,ＪＲ四国ツアー支店 / 「しこくスマートえきちゃん」 / 高知観光情報発信館とさてらす
相关信息: 土佐くろしお鉄道 JR四国
咨询: 土佐くろしお鉄道・安芸駅 TEL:0887-34-8800","大人：2,900円 小人：1,450円",,,,,,,,,,1日,～2027年3月31日,,～2027年3月31日 /,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/tosakuro92.gif,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/tosakuro92.htm | https://tosakuro.theshop.jp/ | https://www.jr-eki.com/smart-eki/index.html | https://www.jr-eki.com/ticket/brand/2-5I5 | https://www.tosakuro.com/discounts-tickets,"土佐くろしお鉄道：安芸,のいち,奈半利駅物産館無花果,車掌,オンラインストア / ＪＲ四国：駅のみどりの窓口,みどりの券売機プラス,ＪＲ四国ツアー支店 / 「しこくスマートえきちゃん」 / 高知観光情報発信館とさてらす",,,,
12,sikoku_12,やなせたかしさんふるさとの地を巡る高知ものべ周遊パス,"やなせたかしさんふるさとの地を巡る高知ものべ周遊パス || 関連情報 | ＪＲ四国 土佐くろしお鉄道 || 問合わせ | ＪＲ四国電話案内センター TEL:0570-00-4592 || フリー区間 | やなせたかしさんふるさとの地を巡る高知ものべ周遊パス / || 利用可能設備 | 在来線特急列車サンライズ瀬戸号快速・普通ＪＲ四国バス グリーン車普通車指定普通車自由グリーンライナー指定自由高速バス路線バス ▲▲▲×▲▲▲○×○ ○：乗車可 ▲：乗車券のみ有効 ×：乗車不可 / || 制限事項 || ねだん | 大人：2,000円 小人：1,000円 / || 有効期間 | 1日間 || 発売期間 | 2026年3月1日～2027年3月31日 || 利用期間 | 2026年4月1日～2027年3月31日 / || 発売箇所 | ＪＲ四国の駅のみどりの窓口,みどりの券売機プラス / ＪＲ四国ツアー支店 / 「しこくスマートえきちゃん」 / 四国内の主な旅行会社 /
相关信息: ＪＲ四国 土佐くろしお鉄道
咨询: ＪＲ四国電話案内センター TEL:0570-00-4592","大人：2,000円 小人：1,000円 /",,,,,,,,,,1日間,2026年3月1日～2027年3月31日,,2026年4月1日～2027年3月31日 /,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/jrshikoku67.gif,,在来線特急列車サンライズ瀬戸号快速・普通ＪＲ四国バス グリーン車普通車指定普通車自由グリーンライナー指定自由高速バス路線バス ▲▲▲×▲▲▲○×○ ○：乗車可 ▲：乗車券のみ有効 ×：乗車不可 /,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/jrsikoku67.htm | https://www.jr-eki.com/smart-eki | https://www.jr-eki.com/ticket/brand/2-5IM | https://www.tosakuro.com/discounts-tickets,"ＪＲ四国の駅のみどりの窓口,みどりの券売機プラス / ＪＲ四国ツアー支店 / 「しこくスマートえきちゃん」 / 四国内の主な旅行会社 /",,,,
13,sikoku_13,しこく超ドリームパス（愛称：Cho Pass）,"しこく超ドリームパス（愛称：Cho Pass） || 関連情報 | ＪＲ四国 || 問合わせ | ＪＲ四国 TEL: || フリー区間 | しこく超ドリームパス（愛称：Cho Pass） / || 利用可能設備 | 在来線特急列車サンライズ瀬戸号快速・普通ＪＲ四国バス グリーン車ものがたり列車伊予灘ものがたりのグリーン個室普通車指定普通車自由グリーンライナー指定自由高速バス路線バス ▲▲×▲○×▲▲▲○×○ ○：乗車可 ▲：乗車券のみ有効 ×：乗車不可 / || 制限事項 || ねだん | 大人：100,000円／小人：---円 / || 有効期間 | 連続した1ヶ月間 || 発売期間 | 2025年9月1日〜2025年10月31日 || 利用期間 | 2025年10月1日〜2025年11月30日 || 発売箇所 | 「しこくスマートえきちゃん」
相关信息: ＪＲ四国
咨询: ＪＲ四国 TEL:","大人：100,000円／小人：---円 /",,,,,,,,,,連続した1ヶ月間,2025年9月1日〜2025年10月31日,,2025年10月1日〜2025年11月30日,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/jrshikoku93.gif,,在来線特急列車サンライズ瀬戸号快速・普通ＪＲ四国バス グリーン車ものがたり列車伊予灘ものがたりのグリーン個室普通車指定普通車自由グリーンライナー指定自由高速バス路線バス ▲▲×▲○×▲▲▲○×○ ○：乗車可 ▲：乗車券のみ有効 ×：乗車不可 /,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/jrsikoku101.htm | https://www.jr-eki.com/smart-eki/index.html | https://www.jr-eki.com/ticket/brand/2-5J6,「しこくスマートえきちゃん」,,,,
14,sikoku_14,こども四国フリーきっぷ,"こども四国フリーきっぷ || 関連情報 | ＪＲ四国 || 問合わせ | ＪＲ四国 TEL: || フリー区間 | こども四国フリーきっぷ / || 利用可能設備 | 在来線特急列車サンライズ瀬戸号快速・普通ＪＲ四国バス グリーン車普通車指定普通車自由グリーンライナー指定自由高速バス路線バス ▲▲○×▲▲▲○×○ ○：乗車可 ▲：乗車券のみ有効 ×：乗車不可 / || 制限事項 | 大人用はこども用と全行程同一で旅行する場合に限り有効 || ねだん | 大人：12,000円／小人：500円 || 有効期間 | １日間 || 発売期間 | 2026年3月6日～2026年4月6日 / 2026年7月4日～2026年8月31日 / 利用日の14日前から当日までの発売 || 利用期間 | 2026年3月20日～2026年4月6日 / 2026年7月18日～2026年8月31日 / 2026年8月7日～2026年8月16日を除く || 発売箇所 | ＪＲ四国の主な駅 / ＪＲ四国の駅のみどりの券売機プラス,指定席券売機,みどりの窓口,ＪＲ四国ツアー支店及び四国内の主な旅行会社
限制事项: 大人用はこども用と全行程同一で旅行する場合に限り有効
相关信息: ＪＲ四国
咨询: ＪＲ四国 TEL:","大人：12,000円／小人：500円",,,,,,,,,,１日間,2026年3月6日～2026年4月6日 / 2026年7月4日～2026年8月31日 / 利用日の14日前から当日までの発売,,2026年3月20日～2026年4月6日 / 2026年7月18日～2026年8月31日 / 2026年8月7日～2026年8月16日を除く,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/jrshikoku01.gif,,在来線特急列車サンライズ瀬戸号快速・普通ＪＲ四国バス グリーン車普通車指定普通車自由グリーンライナー指定自由高速バス路線バス ▲▲○×▲▲▲○×○ ○：乗車可 ▲：乗車券のみ有効 ×：乗車不可 /,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/jrsikoku66.htm | https://www.jr-eki.com/ticket/brand/2-5IW,"ＪＲ四国の主な駅 / ＪＲ四国の駅のみどりの券売機プラス,指定席券売機,みどりの窓口,ＪＲ四国ツアー支店及び四国内の主な旅行会社",,,,
15,sikoku_15,香川エリアぐるぐるきっぷ,"香川エリアぐるぐるきっぷ || 関連情報 | ＪＲ四国 || 問合わせ | ＪＲ四国 TEL: || フリー区間 | 香川エリアぐるぐるきっぷ / || 利用可能設備 | 在来線特急列車サンライズ瀬戸号快速・普通ＪＲ四国バス グリーン車普通車指定普通車自由グリーンライナー指定自由高速バス路線バス ▲▲▲×▲▲▲○×× ○：乗車可 ▲：乗車券のみ有効 ×：乗車不可 / || 制限事項 || ねだん | 大人：2,000円 || 有効期間 | １日間 || 発売期間 | 2025年8月16日～2025年8月17日 || 利用期間 | 2025年8月16日～2025年8月31日 || 発売箇所 | 高松駅コンコース内特設コーナー || 発売枚数 | 5,000枚
其他详情: {""発売枚数"": ""5,000枚""}
相关信息: ＪＲ四国
咨询: ＪＲ四国 TEL:","大人：2,000円",,,,,,,,,,１日間,2025年8月16日～2025年8月17日,,2025年8月16日～2025年8月31日,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/jrshikoku84.gif,,在来線特急列車サンライズ瀬戸号快速・普通ＪＲ四国バス グリーン車普通車指定普通車自由グリーンライナー指定自由高速バス路線バス ▲▲▲×▲▲▲○×× ○：乗車可 ▲：乗車券のみ有効 ×：乗車不可 /,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/jrsikoku65.htm | https://www.jr-shikoku.co.jp/03_news/press/assets/2025/08/07/2025%2008%2007.pdf,高松駅コンコース内特設コーナー,,,,
16,sikoku_16,ことでん１日フリーきっぷ,"ことでん１日フリーきっぷ || 関連情報 | 高松琴平電鉄 || 問合わせ | 高松琴平電気鉄道・運輸サービス部：087-863-7300 || フリー区間 | / || 制限事項 || ねだん | 大人：1,700円／小人：850円 / || 有効期間 | １日 || 発売期間 | 通年 || 利用期間 | 通年 || 発売箇所 | 高松築港,片原町,瓦町,栗林公園,伏石,太田,仏生山,一宮,滝宮,琴電琴平,高田,長尾,八栗,琴電志度
相关信息: 高松琴平電鉄
咨询: 高松琴平電気鉄道・運輸サービス部：087-863-7300","大人：1,700円／小人：850円 /",,,,,,,,,,１日,通年,,通年,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/gazou/kotoden01.jpg | https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/kotoden.gif,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/kotoden01.htm | https://www.kotoden.co.jp/publichtm/kotoden/ticket/free_ticket2019/index.html,"高松築港,片原町,瓦町,栗林公園,伏石,太田,仏生山,一宮,滝宮,琴電琴平,高田,長尾,八栗,琴電志度",,,,
17,sikoku_17,ことでんおんせん乗車入浴券,"ことでんおんせん乗車入浴券 || 関連情報 | 高松琴平電鉄 || 問合わせ | 高松琴平電気鉄道・運輸サービス部：087-863-7300 || フリー区間 | ことでんおんせん乗車入浴券 / || 制限事項 || ねだん | 大人：1,300円 || 有効期間 | １日 || 発売期間 | 通年 || 利用期間 | 通年 || 発売箇所 | 高松築港,片原町,瓦町,栗林公園,伏石,仏生山
相关信息: 高松琴平電鉄
咨询: 高松琴平電気鉄道・運輸サービス部：087-863-7300","大人：1,300円",,,,,,,,,,１日,通年,,通年,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/kotoden03.gif,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/kotoden03.htm | https://www.kotoden.co.jp/publichtm/kotoden/ticket/kotoden_onsen/index.html,"高松築港,片原町,瓦町,栗林公園,伏石,仏生山",,,,
18,sikoku_18,ことでん・JRくるり～んきっぷ,"ことでん･ＪＲくるり～んきっぷ || 関連情報 | ＪＲ四国 高松琴平電鉄 || 問合わせ | ＪＲ四国 TEL: || フリー区間 | / || 利用可能設備 | 在来線特急列車サンライズ瀬戸号快速・普通ＪＲ四国バス グリーン車普通車指定普通車自由グリーンライナー指定自由高速バス路線バス ▲▲▲×▲▲▲○×× ○：乗車可 ▲：乗車券のみ有効 ×：乗車不可 / || 制限事項 || ねだん | 大人：2,200円／小人：1,100円 || 有効期間 | １日 || 発売期間 | 通年 || 利用期間 | 通年 || 発売箇所 | ＪＲ四国 / みどりの窓口,みどりの券売機プラス,JR四国ツアー支店 / 高松琴平電鉄 / 高松築港,瓦町,栗林公園,琴電琴平,長尾,琴電志度 / 四国内の主な旅行会社 / 高松空港インフォメーションセンター / チケットアプリ「しこくスマートえきちゃん」
相关信息: ＪＲ四国 高松琴平電鉄
咨询: ＪＲ四国 TEL:","大人：2,200円／小人：1,100円",,,,,,,,,,１日,通年,,通年,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/gazou/jrshikoku08.jpg | https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/jrshikoku08.gif,,在来線特急列車サンライズ瀬戸号快速・普通ＪＲ四国バス グリーン車普通車指定普通車自由グリーンライナー指定自由高速バス路線バス ▲▲▲×▲▲▲○×× ○：乗車可 ▲：乗車券のみ有効 ×：乗車不可 /,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/jrsikoku08.htm | http://www.jr-eki.com/ticket/brand/1-5EG | http://www.kotoden.co.jp/publichtm/kotoden/ticket/kururin.htm | https://www.jr-eki.com/smart-eki/index.html,"ＪＲ四国 / みどりの窓口,みどりの券売機プラス,JR四国ツアー支店 / 高松琴平電鉄 / 高松築港,瓦町,栗林公園,琴電琴平,長尾,琴電志度 / 四国内の主な旅行会社 / 高松空港インフォメーションセンター / チケットアプリ「しこくスマートえきちゃん」",,,,
19,sikoku_19,レール＆リムジンパス,"レール＆リムジンパス || 関連情報 | 高松琴平電鉄 || 問合わせ | 高松琴平電気鉄道・運輸サービス部：087-863-7300 || フリー区間 | レール＆リムジンパス / || 制限事項 || ねだん | 大人：3,800円 || 有効期間 | １日×2枚 || 発売期間 | 通年 || 利用期間 | 通年 || 発売箇所 | 高松空港1階国内線到着ロビー・バス券売機
相关信息: 高松琴平電鉄
咨询: 高松琴平電気鉄道・運輸サービス部：087-863-7300","大人：3,800円",,,,,,,,,,１日×2枚,通年,,通年,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/kotoden.gif,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/kotoden04.htm | https://www.kotoden.co.jp/publichtm/kotoden/new/2023/rail_limousines/index.html,高松空港1階国内線到着ロビー・バス券売機,,,,
20,sikoku_20,レール＆リムジンデジタルパス,"レール＆リムジンデジタルパス || 関連情報 | 高松琴平電鉄 || 問合わせ | 高松琴平電気鉄道・運輸サービス部：087-863-7300 || フリー区間 | レール＆リムジンデジタルパス / || 制限事項 || ねだん | 大人：1,700円／小人：850円 / || 有効期間 | 高松空港リムジンバス：1回 / ことでん電車：利用開始から24時間 || 発売期間 | 通年 || 利用期間 | 通年 || 発売箇所 | QUICK TRIP
相关信息: 高松琴平電鉄
咨询: 高松琴平電気鉄道・運輸サービス部：087-863-7300","大人：1,700円／小人：850円 /",,,,,,,,,,高松空港リムジンバス：1回 / ことでん電車：利用開始から24時間,通年,,通年,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/kotoden.gif,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/kotoden09.htm | https://kotoden.quicktrip.jp/ | https://www.kotoden.co.jp/publichtm/kotoden/ticket/digital_ticket/index.html,QUICK TRIP,,,,
21,sikoku_21,ことでん×NEWレオマワールドセットきっぷ,"ことでん×NEWレオマワールドセットきっぷ || 関連情報 | 高松琴平電鉄 || 問合わせ | 高松琴平電気鉄道・運輸サービス部：087-863-7300 || フリー区間 | ことでん×NEWレオマワールドセットきっぷ / || 制限事項 || ねだん | 大人：3,800円 / 学生：2,800円 / 小人：2,300円 / || 有効期間 | １日 || 発売期間 | 通年 || 利用期間 | 通年 || 発売箇所 | ことでん全有人駅
相关信息: 高松琴平電鉄
咨询: 高松琴平電気鉄道・運輸サービス部：087-863-7300","大人：3,800円 / 学生：2,800円 / 小人：2,300円 /",,,,,,,,,,１日,通年,,通年,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/kotoden.gif,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/kotoden05.htm | https://www.kotoden.co.jp/publichtm/kotoden/new/2023/reoma_tiket/index.html,ことでん全有人駅,,,,
22,sikoku_22,ことでん24時間フリーきっぷ,"ことでん24時間フリーきっぷ || 関連情報 | 高松琴平電鉄 || 問合わせ | 高松琴平電気鉄道・運輸サービス部：087-863-7300 || フリー区間 | ことでん24時間フリーきっぷ / || 制限事項 || ねだん | ～2026/3/31 大人：1,400円／小人：700円 / 2026/4/1～ 大人：1,500円／小人：750円 / || 有効期間 | 利用開始から24時間 || 発売期間 | 通年 || 利用期間 | 通年 || 発売箇所 | QUICK TRIP RYDE PASS
相关信息: 高松琴平電鉄
咨询: 高松琴平電気鉄道・運輸サービス部：087-863-7300","～2026/3/31 大人：1,400円／小人：700円 / 2026/4/1～ 大人：1,500円／小人：750円 /",,,,,,,,,,利用開始から24時間,通年,,通年,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/kotoden.gif,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/kotoden07.htm | https://kotoden.quicktrip.jp/ | https://pass.ryde-go.com/products/PY36LKSD1281 | https://www.kotoden.co.jp/publichtm/kotoden/ticket/quicktrip/index.html,QUICK TRIP RYDE PASS,,,,
23,sikoku_23,ことでん48時間フリーきっぷ,"ことでん48時間フリーきっぷ || 関連情報 | 高松琴平電鉄 || 問合わせ | 高松琴平電気鉄道・運輸サービス部：087-863-7300 || フリー区間 | ことでん48時間フリーきっぷ / || 制限事項 || ねだん | ～2026/3/31 大人：2,700円／小人：1,350円 / 2026/4/1～ 大人：2,800円／小人：1,400円 / || 有効期間 | 利用開始から48時間 || 発売期間 | 通年 || 利用期間 | 通年 || 発売箇所 | QUICK TRIP RYDE PASS
相关信息: 高松琴平電鉄
咨询: 高松琴平電気鉄道・運輸サービス部：087-863-7300","～2026/3/31 大人：2,700円／小人：1,350円 / 2026/4/1～ 大人：2,800円／小人：1,400円 /",,,,,,,,,,利用開始から48時間,通年,,通年,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/kotoden.gif,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/kotoden08.htm | https://kotoden.quicktrip.jp/ | https://pass.ryde-go.com/products/9G8M61S79WRW | https://www.kotoden.co.jp/publichtm/kotoden/ticket/quicktrip/index.html,QUICK TRIP RYDE PASS,,,,
24,sikoku_24,やしま四国村・志度線パス,"やしま四国村・志度線パス || 関連情報 | 高松琴平電鉄 || 問合わせ | 高松琴平電気鉄道・管理本部地域開発部 ：087-812-7292 || フリー区間 | やしま四国村・志度線パス / || 制限事項 || ねだん | ～2026/3/31 大人：2,000円 / 2026/4/1～ 大人：2,500円 || 有効期間 | １日 || 発売期間 | 通年 || 利用期間 | 通年 || 発売箇所 | 高松築港,片原町,瓦町,八栗,琴電志度 / QUICK TRIP
相关信息: 高松琴平電鉄
咨询: 高松琴平電気鉄道・管理本部地域開発部 ：087-812-7292","～2026/3/31 大人：2,000円 / 2026/4/1～ 大人：2,500円",,,,,,,,,,１日,通年,,通年,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/kotoden84.gif,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/kotoden84.htm | https://kotoden.quicktrip.jp/ | https://www.kotoden.co.jp/publichtm/kotoden/ticket/shikokumura_ticket/index.html,"高松築港,片原町,瓦町,八栗,琴電志度 / QUICK TRIP",,,,
25,sikoku_25,やしま四国村・志度線パス リムジンバスセット券,"やしま四国村・志度線パス リムジンバスセット券 || 関連情報 | 高松琴平電鉄 || 問合わせ | 高松琴平電気鉄道・管理本部地域開発部 ：087-812-7292 || フリー区間 | やしま四国村・志度線パス / || 制限事項 || ねだん | 大人：3,500円 / || 有効期間 | １日(購入から7日以内) || 発売期間 | 2026年4月1日～通年 || 利用期間 | 2026年4月1日～通年 || 発売箇所 | 高松空港1階国内線到着ロビー・バス券売機
相关信息: 高松琴平電鉄
咨询: 高松琴平電気鉄道・管理本部地域開発部 ：087-812-7292","大人：3,500円 /",,,,,,,,,,１日(購入から7日以内),2026年4月1日～通年,,2026年4月1日～通年,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/kotoden84.gif,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/kotoden10.htm | https://www.kotoden.co.jp/publichtm/kotoden/ticket/shikokumura_ticket/index.html,高松空港1階国内線到着ロビー・バス券売機,,,,
26,sikoku_26,ことでんぷーるきっぷ,"ことでんぷーるきっぷ || 関連情報 | 高松琴平電鉄 || 問合わせ | 高松琴平電気鉄道・運輸サービス部：087-863-7300 || フリー区間 | ことでんぷーるきっぷ / || 制限事項 || ねだん | 大人：2,100円 / 高校生：1,900円 / 中学生：1,600円 / 小学生：1,500円 / || 有効期間 | １日 || 発売期間 | 2025年7月20日～2025年8月31日 || 利用期間 | 2025年7月20日～2025年8月31日 || 発売箇所 | ことでん有人駅
相关信息: 高松琴平電鉄
咨询: 高松琴平電気鉄道・運輸サービス部：087-863-7300","大人：2,100円 / 高校生：1,900円 / 中学生：1,600円 / 小学生：1,500円 /",,,,,,,,,,１日,2025年7月20日～2025年8月31日,,2025年7月20日～2025年8月31日,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/kotoden81.gif,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/kotoden81.htm | https://www.kotoden.co.jp/publichtm/kotoden/ticket/poolticket/index.html,ことでん有人駅,,,,
27,sikoku_27,ことでんすけーときっぷ,"ことでんすけーときっぷ || 関連情報 | 高松琴平電鉄 || 問合わせ | 高松琴平電気鉄道・運輸サービス部：087-863-7300 || フリー区間 | ことでんぷーるきっぷ / || 制限事項 || ねだん | 大人：2,500円 / 高校生：2,200円 / 中学生：2,000円 / 小学生：1,700円 / || 有効期間 | １日 || 発売期間 | 2025年10月26日～2026年4月12日 || 利用期間 | 2025年10月26日～2026年4月12日 || 発売箇所 | ことでん有人駅
相关信息: 高松琴平電鉄
咨询: 高松琴平電気鉄道・運輸サービス部：087-863-7300","大人：2,500円 / 高校生：2,200円 / 中学生：2,000円 / 小学生：1,700円 /",,,,,,,,,,１日,2025年10月26日～2026年4月12日,,2025年10月26日～2026年4月12日,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/kotoden81.gif,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/kotoden82.htm | https://www.kotoden.co.jp/publichtm/kotoden/ticket/skate_ticket/index.html,ことでん有人駅,,,,
28,sikoku_28,市内電車･郊外電車 1Dayチケット,"市内電車･郊外電車 1Dayチケット || 関連情報 | 伊予鉄道 みきゃんアプリ || 問合わせ | 伊予鉄道 運輸課：089-948-3323 || フリー区間 | / || 制限事項 | 「坊ちゃん列車」は乗車不可。 || ねだん | 大人：2,000円／小人：1,000円 || 有効期間 | １日間 || 発売期間 | 通年 || 利用期間 | 通年 / || 発売箇所 | みきゃんアプリ ジョルダンモバイルチケット
限制事项: 「坊ちゃん列車」は乗車不可。
相关信息: 伊予鉄道 みきゃんアプリ
咨询: 伊予鉄道 運輸課：089-948-3323","大人：2,000円／小人：1,000円",,,,,,,,,,１日間,通年,,通年 /,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/iyo21.gif,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/iyotetu21.htm | https://mican-app.jp/ | https://ticket.jorudan.co.jp/iyotetsu/tram/ja/ | https://www.iyotetsu.co.jp/ticket/toku/1day_rail.html,みきゃんアプリ ジョルダンモバイルチケット,,,,
29,sikoku_29,市内電車･リムジンバス 1Dayチケット,"市内電車･リムジンバス 1Dayチケット || 関連情報 | 伊予鉄道 みきゃんアプリ || 問合わせ | 伊予鉄道 運輸課：089-948-3323 自動車課：089-948-3172 || フリー区間 | / || 制限事項 | 「坊ちゃん列車」は乗車不可。 || ねだん | 大人：2,300円／小人：1,150円 || 有効期間 | １日間 || 発売期間 | 通年 || 利用期間 | 通年 / || 発売箇所 | みきゃんアプリ ジョルダンモバイルチケット
限制事项: 「坊ちゃん列車」は乗車不可。
相关信息: 伊予鉄道 みきゃんアプリ
咨询: 伊予鉄道 運輸課：089-948-3323 自動車課：089-948-3172","大人：2,300円／小人：1,150円",,,,,,,,,,１日間,通年,,通年 /,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/iyo22.gif,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/iyotetu22.htm | https://mican-app.jp/ | https://ticket.jorudan.co.jp/iyotetsu/tram/ja/ | https://www.iyotetsu.co.jp/ticket/toku/1day_lim.html,みきゃんアプリ ジョルダンモバイルチケット,,,,
30,sikoku_30,電車１日乗車券～市内均一料金区間版～,"電車１日乗車券 / ～市内均一料金区間版～ || 関連情報 | 土佐電気鉄道 ジョルダンモバイルチケット || 問合わせ | 土佐電気鉄道・電車課 TEL:088-833-7121 || フリー区間 | / || 制限事項 || ねだん | 大人：500円／小人：250円 || 有効期間 | １日 || 発売期間 | 通年 || 利用期間 | 通年 / || 発売箇所 | 電車車内 / はりまや橋サービスセンター,高知駅バス案内所,ごめん町サービスセンター,とさでん交通(株)桟橋窓口 / とさてらす,城西館,ザクラウンパレス新阪急高知,三翠園,オリエントホテル高知,ホテル日航高知旭ロイヤル / ジョルダンモバイルチケット
相关信息: 土佐電気鉄道 ジョルダンモバイルチケット
咨询: 土佐電気鉄道・電車課 TEL:088-833-7121",大人：500円／小人：250円,,,,,,,,,,１日,通年,,通年 /,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/tosaden02.gif,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/tosaden01.htm | http://www.tosaden.co.jp/train/oneday.php | https://ticket.jorudan.co.jp/tosaden/train/ja/,"電車車内 / はりまや橋サービスセンター,高知駅バス案内所,ごめん町サービスセンター,とさでん交通(株)桟橋窓口 / とさてらす,城西館,ザクラウンパレス新阪急高知,三翠園,オリエントホテル高知,ホテル日航高知旭ロイヤル / ジョルダンモバイルチケット",,,,
31,sikoku_31,電車24時間乗車券～市内均一料金区間版～,"電車24時間乗車券 / ～市内均一料金区間版～ || 関連情報 | 土佐電気鉄道 ジョルダンモバイルチケット || 問合わせ | 土佐電気鉄道・電車課 TEL:088-833-7121 || フリー区間 | 電車24時間乗車券 / || 制限事項 || ねだん | 大人：600円／小人：300円 || 有効期間 | １日 || 発売期間 | 通年 || 利用期間 | 通年 / || 発売箇所 | ジョルダンモバイルチケット
相关信息: 土佐電気鉄道 ジョルダンモバイルチケット
咨询: 土佐電気鉄道・電車課 TEL:088-833-7121",大人：600円／小人：300円,,,,,,,,,,１日,通年,,通年 /,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/tosaden02.gif,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/tosaden03.htm | https://ticket.jorudan.co.jp/tosaden/train/ja/ | https://www.tosaden.co.jp/info/dtl.php?ID=1875,ジョルダンモバイルチケット,,,,
